time,SP,PV,OP,ts
169,70,70.63,51.73,1
170,70,71.25,51.68,1
171,70,71.13,51.68,1
172,70,71.31,51.66,1
173,70,70.5,51.69,1
174,70,70.56,51.68,1
175,70,70.13,51.7,1
176,70,70.5,51.68,1
177,70,70.5,51.67,1
178,70,69.88,51.71,1
179,70,70.81,51.65,1
180,70,70.88,51.64,1
181,70,70.94,51.63,1
182,70,70.69,51.63,1
183,70,70.31,51.65,1
184,70,70.88,51.61,1
185,70,69.69,51.67,1
186,70,69.94,51.66,1
187,70,69.69,51.68,1
188,70,70.56,51.63,1
189,70,70.25,51.64,1
190,70,70.81,51.61,1
191,70,69.19,51.69,1
192,70,70.06,51.65,1
193,70,70.19,51.64,1
194,70,70.06,51.65,1
195,70,70.06,51.65,1
196,70,70.13,51.64,1
197,70,70.19,51.64,1
198,70,70.44,51.62,1
199,70,69.69,51.66,1
200,70,70.13,51.64,1
201,70,70.56,51.61,1
202,70,70.19,51.63,1
203,70,69.75,51.65,1
204,70,70.81,51.59,1
205,70,70.94,51.58,1
206,70,71.19,51.55,1
207,70,70.44,51.58,1
208,70,70.44,51.58,1
209,70,70.88,51.55,1
210,70,70.38,51.57,1
211,70,70.94,51.53,1
212,70,69.81,51.59,1
213,70,69.88,51.59,1
214,70,70.19,51.57,1
215,70,69.63,51.6,1
216,70,69.63,51.61,1
217,70,69.75,51.6,1
218,70,69.69,51.61,1
219,70,68.69,51.67,1
220,70,69.25,51.65,1
221,70,69.38,51.65,1
222,70,69.69,51.64,1
223,70,69.25,51.67,1
224,70,69.06,51.69,1
225,70,70.13,51.63,1
226,70,69.63,51.66,1
227,70,69.56,51.67,1
228,70,70.13,51.64,1
229,70,69.75,51.66,1
230,70,69.31,51.69,1
231,70,70.69,51.61,1
232,70,70.38,51.63,1
233,70,69.69,51.66,1
234,70,69.69,51.67,1
235,70,69.69,51.67,1
236,70,69.94,51.66,1
237,70,69.69,51.67,1
238,70,70.94,51.6,1
239,70,70.31,51.63,1
240,70,70.38,51.62,1
241,70,70.25,51.63,1
242,70,70.88,51.59,1
243,70,69.88,51.64,1
244,70,69.69,51.65,1
245,70,70.19,51.62,1
246,70,69.94,51.64,1
247,70,69.94,51.64,1
248,70,70.38,51.61,1
249,70,69,51.69,1
250,70,70.44,51.61,1
251,70,68.88,51.7,1
252,70,70.94,51.59,1
253,70,69.31,51.68,1
254,70,69.94,51.65,1
255,70,71.19,51.57,1
256,70,70.81,51.59,1
257,70,70.19,51.61,1
258,70,70.69,51.58,1
259,70,70.81,51.57,1
260,70,70.69,51.57,1
261,70,70.63,51.56,1
262,70,70.38,51.57,1
263,70,70.19,51.58,1
264,70,69.75,51.61,1
265,70,69.94,51.6,1
266,70,69.94,51.6,1
267,70,70.19,51.58,1
268,70,69.75,51.61,1
269,70,69.56,51.62,1
270,70,69.44,51.63,1
271,70,69.19,51.65,1
272,70,70.25,51.6,1
273,70,68.38,51.71,1
274,70,70.94,51.57,1
275,70,69.25,51.66,1
276,70,69.5,51.65,1
277,70,69.63,51.65,1
278,70,70.25,51.62,1
279,70,70.19,51.62,1
280,70,69.94,51.63,1
281,70,70.13,51.62,1
282,70,69.81,51.64,1
283,70,70.69,51.59,1
284,70,69.38,51.66,1
285,70,70.13,51.62,1
286,70,69.94,51.63,1
287,70,69.88,51.64,1
288,70,70.63,51.59,1
289,70,70.19,51.61,1
290,70,70.44,51.6,1
291,70,69.63,51.64,1
292,70,69.44,51.66,1
293,70,69.75,51.64,1
294,70,70,51.63,1
295,70,69.69,51.65,1
296,70,69.31,51.67,1
297,70,70.06,51.64,1
298,70,69.69,51.66,1
299,70,69.69,51.66,1
300,70,70.69,51.6,1
301,70,71.13,51.57,1
302,70,69.94,51.63,1
303,70,69.88,51.64,1
304,70,69.88,51.64,1
305,70,70.88,51.58,1
306,70,69.69,51.64,1
307,70,69.94,51.63,1
308,70,69.31,51.67,1
309,70,69.88,51.64,1
310,70,68.56,51.72,1
311,70,69.31,51.69,1
312,70,69.19,51.7,1
313,70,68.38,51.76,1
314,70,68.75,51.75,1
315,70,69.56,51.72,1
316,70,68.38,51.79,1
317,70,69.25,51.76,1
318,70,69.38,51.76,1
319,70,68.94,51.79,1
320,70,68.75,51.81,1
321,70,68.44,51.84,1
322,70,69.25,51.81,1
323,70,69.06,51.83,1
324,70,69.19,51.83,1
325,70,69.94,51.79,1
326,70,68.94,51.85,1
327,70,67.94,51.92,1
328,70,69.13,51.87,1
329,70,68.69,51.91,1
330,70,68.88,51.91,1
331,70,68.63,51.94,1
332,70,68.19,51.98,1
333,70,69.25,51.93,1
334,70,68.69,51.97,1
335,70,69.25,51.95,1
336,70,68.56,52,1
337,70,70.19,51.92,1
338,70,70.25,51.91,1
339,70,69.56,51.95,1
340,70,70.25,51.91,1
341,70,69.44,51.96,1
342,70,69.38,51.97,1
343,70,70.5,51.91,1
344,70,69.13,51.99,1
345,70,70.19,51.93,1
346,70,69.75,51.96,1
347,70,70.25,51.93,1
348,70,69.94,51.94,1
349,70,68.75,52.02,1
350,70,68.94,52.02,1
351,70,68.31,52.07,1
352,70,67.81,52.11,1
353,70,69.06,52.06,1
354,70,68.75,52.09,1
355,70,68.13,52.14,1
356,70,69.56,52.07,1
357,70,70.44,52.02,1
358,70,70.13,52.04,1
359,70,70.06,52.04,1
360,70,68.44,52.14,1
361,70,69.25,52.1,1
362,70,68.94,52.13,1
363,70,68.81,52.15,1
364,70,68.38,52.18,1
365,70,68.94,52.17,1
366,70,68.81,52.19,1
367,70,68.19,52.23,1
368,70,68.94,52.21,1
369,70,69.88,52.16,1
370,70,68.44,52.25,1
371,70,69.56,52.2,1
372,70,69,52.24,1
373,70,69.94,52.19,1
374,70,70.19,52.18,1
375,70,69.44,52.22,1
376,70,69.44,52.22,1
377,70,69.88,52.2,1
378,70,70.38,52.17,1
379,70,69.69,52.21,1
380,70,69.94,52.2,1
381,70,70.25,52.18,1
382,70,69.88,52.2,1
383,70,69.06,52.25,1
384,70,69.06,52.26,1
385,70,68.88,52.28,1
386,70,69.13,52.28,1
387,70,69.31,52.28,1
388,70,69.38,52.28,1
389,70,69.56,52.27,1
390,70,68.88,52.32,1
391,70,68.44,52.36,1
392,70,69.56,52.31,1
393,70,70.25,52.27,1
394,70,69.19,52.33,1
395,70,69.19,52.34,1
396,70,69.44,52.33,1
397,70,68.81,52.37,1
398,70,69.81,52.33,1
399,70,69.88,52.32,1
400,70,69.5,52.35,1
401,70,69.56,52.35,1
402,70,69.94,52.33,1
403,70,69.25,52.37,1
404,70,70.31,52.32,1
405,70,69.13,52.38,1
406,70,68.75,52.42,1
407,70,69.13,52.41,1
408,70,69,52.42,1
409,70,69.75,52.39,1
410,70,70.69,52.33,1
411,70,69.56,52.39,1
412,70,69.44,52.41,1
413,70,69.5,52.41,1
414,70,70.38,52.36,1
415,70,70.5,52.35,1
416,70,69.69,52.39,1
417,70,69.63,52.4,1
418,70,70.06,52.38,1
419,70,69.88,52.39,1
420,70,69.5,52.41,1
421,70,69.13,52.44,1
422,70,69.88,52.4,1
423,70,69.75,52.41,1
424,70,70.31,52.38,1
425,70,70.19,52.38,1
426,70,70.06,52.39,1
427,70,69.94,52.4,1
428,70,69.69,52.41,1
429,70,70.75,52.35,1
430,70,70.06,52.39,1
431,70,70.38,52.37,1
432,70,70.25,52.37,1
433,70,70.19,52.37,1
434,70,69.94,52.38,1
435,70,70.19,52.37,1
436,70,70.25,52.36,1
437,70,70.5,52.35,1
438,70,69.81,52.38,1
439,70,69.31,52.42,1
440,70,70.69,52.34,1
441,70,70.31,52.36,1
442,70,69.5,52.4,1
443,70,69.69,52.39,1
444,70,69.94,52.38,1
445,70,69.94,52.38,1
446,70,70.5,52.35,1
447,70,69.5,52.41,1
448,70,70.13,52.37,1
449,70,70.88,52.33,1
450,70,70.13,52.36,1
451,70,71.06,52.31,1
452,70,70.19,52.35,1
453,70,71.06,52.29,1
454,70,71.06,52.28,1
455,70,71.06,52.27,1
456,70,70.63,52.29,1
457,70,70.06,52.31,1
458,70,70.13,52.31,1
459,70,70.38,52.29,1
460,70,70.75,52.27,1
461,70,70.88,52.25,1
462,70,70.31,52.28,1
463,70,69.69,52.31,1
464,70,69.75,52.31,1
465,70,70.44,52.27,1
466,70,70.88,52.24,1
467,70,70.75,52.24,1
468,70,71.44,52.19,1
469,70,71.25,52.19,1
470,70,70.56,52.22,1
471,70,69.5,52.28,1
472,70,70.19,52.24,1
473,70,70.38,52.23,1
474,70,70.81,52.2,1
475,70,69.75,52.25,1
476,70,71.13,52.17,1
477,70,69.94,52.23,1
478,70,70.19,52.22,1
479,70,71.19,52.16,1
480,70,69.88,52.22,1
481,70,69.44,52.25,1
482,70,69.56,52.25,1
483,70,70.44,52.2,1
484,70,69.56,52.25,1
485,70,70.25,52.21,1
486,70,69.69,52.24,1
487,70,69.88,52.23,1
488,70,69.75,52.24,1
489,70,70.31,52.21,1
490,70,70.13,52.22,1
491,70,69.94,52.23,1
492,70,70.38,52.2,1
493,70,69.94,52.23,1
494,70,70,52.22,1
495,70,70.38,52.2,1
496,70,70.81,52.17,1
497,70,70.06,52.21,1
498,70,69.94,52.22,1
499,70,69.69,52.23,1
500,70,70.81,52.17,1
501,70,69.94,52.21,1
502,70,70.19,52.2,1
503,70,69.75,52.22,1
504,70,69.5,52.24,1
505,70,70.13,52.21,1
506,70,70.5,52.18,1
507,70,68.44,52.3,1
508,70,70.13,52.22,1
509,70,70.19,52.21,1
510,70,69.63,52.24,1
511,70,69.63,52.25,1
512,70,69,52.29,1
513,70,69.5,52.27,1
514,70,69.44,52.28,1
515,70,69.25,52.29,1
516,70,69.75,52.27,1
517,70,69.75,52.27,1
518,70,69.25,52.31,1
519,70,68.94,52.33,1
520,70,69.5,52.31,1
521,70,69.25,52.33,1
522,70,69.94,52.29,1
523,70,69.88,52.3,1
524,70,69.5,52.32,1
525,70,69.56,52.32,1
526,70,69.88,52.31,1
527,70,68.94,52.37,1
528,70,69.69,52.33,1
529,70,68.88,52.38,1
530,70,70.13,52.32,1
531,70,68.44,52.42,1
532,70,68.63,52.43,1
533,70,69.88,52.36,1
534,70,68.13,52.47,1
535,70,69.44,52.41,1
536,70,69.06,52.44,1
537,70,69.63,52.41,1
538,70,69.13,52.45,1
539,70,69.44,52.44,1
540,70,70.13,52.4,1
541,70,70.19,52.4,1
542,70,70.13,52.4,1
543,70,69.94,52.41,1
544,70,70.63,52.37,1
545,70,70.44,52.37,1
546,70,70.63,52.36,1
547,70,70,52.39,1
548,70,70.13,52.38,1
549,70,70.19,52.38,1
550,70,69.69,52.4,1
551,70,69.06,52.45,1
552,70,69.06,52.45,1
553,70,69.63,52.43,1
554,70,69.44,52.45,1
555,70,70.5,52.39,1
556,70,70.19,52.4,1
557,70,69.94,52.41,1
558,70,70.44,52.38,1
559,70,70.81,52.36,1
560,70,69.88,52.41,1
561,70,70.88,52.35,1
562,70,71.13,52.32,1
563,70,69.69,52.4,1
564,70,70.5,52.35,1
565,70,70.44,52.35,1
566,70,70.75,52.33,1
567,70,70.56,52.33,1
568,70,70.44,52.33,1
569,70,70.56,52.32,1
570,70,70.81,52.3,1
571,70,70.31,52.32,1
572,70,69.94,52.34,1
573,70,70.25,52.32,1
574,70,70.56,52.3,1
575,70,69.63,52.35,1
576,70,69.88,52.34,1
577,70,70.38,52.31,1
578,70,69.81,52.34,1
579,70,69.63,52.36,1
580,70,70.69,52.3,1
581,70,69.94,52.34,1
582,70,69.94,52.34,1
583,70,70.06,52.33,1
584,70,69.69,52.35,1
585,70,69.94,52.34,1
586,70,70.81,52.29,1
587,70,70.56,52.29,1
588,70,70.25,52.31,1
589,70,70.63,52.28,1
590,70,70.5,52.28,1
591,70,70.63,52.27,1
592,70,70.44,52.28,1
593,70,70.44,52.27,1
594,70,70.06,52.29,1
595,70,70.75,52.25,1
596,70,69.31,52.33,1
597,70,70.81,52.24,1
598,70,70.5,52.25,1
599,70,70.69,52.24,1
600,70,70.56,52.24,1
601,70,70.94,52.21,1
602,70,69.94,52.26,1
603,70,70.44,52.23,1
604,90,70.81,53.4,1
605,100,70.75,54.2,1
606,100,70.25,54.52,1
607,100,69.75,54.85,1
608,100,69.88,55.15,1
609,100,69.81,55.45,1
610,100,70.25,55.73,1
611,100,70.44,56.01,1
612,100,70.06,56.33,1
613,100,70.13,56.63,1
614,100,72.63,56.77,1
615,100,76.69,56.8,1
616,100,78.38,56.94,1
617,100,79.19,57.1,1
618,100,79.13,57.32,1
619,100,79.5,57.5,1
620,100,79.56,57.7,1
621,100,78.69,57.96,1
622,100,77.69,58.23,1
623,100,77.06,58.49,1
624,100,77.31,58.71,1
625,100,78.25,58.88,1
626,100,78.31,59.09,1
627,100,77.25,59.37,1
628,100,78.56,59.52,1
629,100,80.94,59.59,1
630,100,81.19,59.77,1
631,100,81.69,59.93,1
632,100,82.5,60.06,1
633,100,81.13,60.32,1
634,100,81.25,60.5,1
635,100,82.56,60.61,1
636,100,82.38,60.8,1
637,100,83.69,60.89,1
638,100,84.13,61.03,1
639,100,82.88,61.26,1
640,100,84.88,61.31,1
641,100,85.38,61.44,1
642,100,86.56,61.51,1
643,100,87.06,61.62,1
644,100,87.56,61.71,1
645,100,88.69,61.77,1
646,100,89.31,61.85,1
647,100,89.13,61.97,1
648,100,89.38,62.06,1
649,100,89.88,62.14,1
650,100,90.06,62.23,1
651,100,89.44,62.36,1
652,100,90.06,62.43,1
653,100,90.63,62.5,1
654,100,90.69,62.59,1
655,100,91.38,62.64,1
656,100,91.94,62.69,1
657,100,92.25,62.75,1
658,100,93.06,62.78,1
659,100,92.69,62.87,1
660,100,93.25,62.91,1
661,100,93.94,62.94,1
662,100,93.94,63,1
663,100,94.06,63.05,1
664,100,94.19,63.1,1
665,100,95.38,63.09,1
666,100,95.06,63.16,1
667,100,95.56,63.18,1
668,100,95.25,63.24,1
669,100,95.94,63.24,1
670,100,96.38,63.26,1
671,100,94.94,63.38,1
672,100,95.69,63.39,1
673,100,97.25,63.34,1
674,100,97.31,63.36,1
675,100,96.88,63.41,1
676,100,96.19,63.49,1
677,100,97.31,63.46,1
678,120,98,64.64,1
679,130,96.75,65.54,1
680,130,97,65.85,1
681,130,97.94,66.13,1
682,130,97.88,66.45,1
683,130,101.31,66.57,1
684,130,104.81,66.64,1
685,130,105.5,66.86,1
686,130,106.69,67.03,1
687,130,107.19,67.23,1
688,130,107.44,67.45,1
689,130,108.19,67.63,1
690,130,106.94,67.92,1
691,130,108.44,68.06,1
692,130,108.5,68.27,1
693,130,106.56,68.6,1
694,130,108.25,68.74,1
695,130,108.44,68.94,1
696,130,111.31,68.99,1
697,130,110.63,69.21,1
698,130,111.63,69.35,1
699,130,110.38,69.61,1
700,130,112.44,69.68,1
701,130,112.13,69.87,1
702,130,113.56,69.96,1
703,130,113.75,70.12,1
704,130,114.88,70.21,1
705,130,115.19,70.35,1
706,130,114.88,70.51,1
707,130,114.94,70.66,1
708,130,116.13,70.74,1
709,130,115.56,70.91,1
710,130,116.44,71,1
711,130,118.19,71.03,1
712,130,117.25,71.21,1
713,130,117.38,71.33,1
714,130,117.31,71.46,1
715,130,118.69,71.5,1
716,130,118.56,71.62,1
717,130,117.75,71.79,1
718,130,117.75,71.91,1
719,130,118.38,71.99,1
720,130,118.38,72.11,1
721,130,118.13,72.24,1
722,130,118.38,72.35,1
723,130,120,72.36,1
724,130,120.38,72.44,1
725,130,120.94,72.5,1
726,130,119.75,72.67,1
727,130,121.19,72.68,1
728,130,121.19,72.77,1
729,130,121.25,72.85,1
730,130,122.44,72.87,1
731,130,122.25,72.96,1
732,130,122.75,73.01,1
733,130,122.38,73.1,1
734,130,122.63,73.16,1
735,130,123.63,73.18,1
736,130,122.81,73.29,1
737,130,123.44,73.32,1
738,130,123.38,73.39,1
739,130,124.69,73.38,1
740,130,124.56,73.44,1
741,130,122.81,73.6,1
742,130,124.13,73.59,1
743,130,122.94,73.72,1
744,130,124.81,73.68,1
745,130,123.94,73.78,1
746,130,124.44,73.82,1
747,130,124.19,73.89,1
748,130,125.06,73.89,1
749,130,126.25,73.87,1
750,130,124.81,73.99,1
751,130,125.13,74.03,1
752,130,125.13,74.08,1
753,130,126.19,74.06,1
754,130,125.13,74.16,1
755,130,125.75,74.17,1
756,130,125.94,74.2,1
757,130,127.56,74.15,1
758,130,127.13,74.2,1
759,130,126.06,74.29,1
760,130,127.88,74.22,1
761,130,127.88,74.24,1
762,130,128.06,74.25,1
763,130,126.88,74.34,1
764,130,126.75,74.38,1
765,130,127.19,74.39,1
766,130,128.63,74.33,1
767,130,127.19,74.43,1
768,130,127,74.47,1
769,130,126.81,74.51,1
770,130,126.94,74.54,1
771,130,126.44,74.6,1
772,130,127.31,74.58,1
773,130,127.94,74.57,1
774,130,128.13,74.58,1
775,130,127.69,74.62,1
776,130,127.69,74.65,1
777,130,127.88,74.66,1
778,130,126.44,74.77,1
779,130,128.06,74.7,1
780,130,128.69,74.69,1
781,130,127.94,74.74,1
782,130,126.75,74.84,1
783,130,128.31,74.77,1
784,130,127.31,74.85,1
785,130,127.06,74.89,1
786,130,127.94,74.87,1
787,130,126.5,74.98,1
788,130,127.06,74.98,1
789,130,128.13,74.94,1
790,130,127.69,74.99,1
791,130,127.69,75.01,1
792,130,127.94,75.02,1
793,130,128.25,75.02,1
794,130,128.56,75.02,1
795,130,128,75.07,1
796,130,127.63,75.11,1
797,130,128.69,75.07,1
798,130,128.75,75.08,1
799,130,128.63,75.1,1
800,130,128.5,75.12,1
801,130,129.81,75.06,1
802,130,129.25,75.09,1
803,130,129.25,75.1,1
804,130,128.63,75.15,1
805,130,130.75,75.03,1
806,130,129.13,75.12,1
807,130,129.69,75.1,1
808,130,130.06,75.08,1
809,130,130.13,75.07,1
810,130,129.94,75.08,1
811,130,130.69,75.04,1
812,130,129.94,75.08,1
813,130,129.69,75.09,1
814,130,130.63,75.04,1
815,130,128.88,75.14,1
816,130,130.5,75.05,1
817,130,129.94,75.08,1
818,130,129.75,75.09,1
819,130,130.63,75.04,1
820,130,130.06,75.07,1
821,130,129.94,75.08,1
822,130,130.13,75.07,1
823,130,130.13,75.07,1
824,130,129.94,75.08,1
825,130,129.94,75.08,1
826,150,129.94,76.28,1
827,150,132.25,76.34,1
828,150,130.75,76.61,1
829,150,129.81,76.85,1
830,150,130.25,77.03,1
831,150,131.25,77.17,1
832,150,130.56,77.4,1
833,150,129.69,77.64,1
834,150,131.63,77.73,1
835,150,133.31,77.81,1
836,150,133.75,77.95,1
837,150,135.88,77.99,1
838,150,136.13,78.11,1
839,150,135.38,78.3,1
840,150,135.06,78.46,1
841,150,135.06,78.61,1
842,150,135.06,78.76,1
843,150,135.56,78.88,1
844,150,135.63,79.02,1
845,150,137.38,79.06,1
846,150,136.63,79.23,1
847,150,136.75,79.36,1
848,150,136.56,79.5,1
849,150,138.44,79.52,1
850,150,139.56,79.57,1
851,150,140.31,79.63,1
852,150,140.5,79.72,1
853,150,139.56,79.87,1
854,150,141.38,79.86,1
855,150,141.31,79.95,1
856,150,139.81,80.13,1
857,150,140.19,80.21,1
858,150,141.13,80.25,1
859,150,140.75,80.36,1
860,150,141.13,80.43,1
861,150,141.75,80.48,1
862,150,141.13,80.6,1
863,150,140.5,80.73,1
864,150,140.94,80.8,1
865,150,141.44,80.86,1
866,150,141.31,80.95,1
867,150,143.25,80.92,1
868,150,143.31,80.99,1
869,150,142.5,81.1,1
870,150,142.25,81.19,1
871,150,142.81,81.24,1
872,150,144.13,81.23,1
873,150,142.81,81.37,1
874,150,143.06,81.42,1
875,150,143,81.5,1
876,150,142.38,81.61,1
877,150,141.63,81.73,1
878,150,141.88,81.8,1
879,150,144.19,81.74,1
880,150,143.75,81.82,1
881,150,142.94,81.93,1
882,150,143.88,81.95,1
883,150,143.63,82.02,1
884,150,141.19,82.23,1
885,150,142.88,82.22,1
886,150,144.44,82.2,1
887,150,141.31,82.44,1
888,150,143.38,82.4,1
889,150,143.69,82.45,1
890,150,145.94,82.38,1
891,150,144.5,82.51,1
892,150,145.13,82.52,1
893,150,145.25,82.57,1
894,150,145.5,82.6,1
895,150,145.75,82.63,1
896,150,145.56,82.68,1
897,150,145.63,82.72,1
898,150,145.81,82.76,1
899,150,147.44,82.7,1
900,150,146.44,82.79,1
901,150,147.44,82.76,1
902,150,149.25,82.68,1
903,150,147.56,82.79,1
904,150,149.25,82.71,1
905,150,148.75,82.75,1
906,150,146.44,82.9,1
907,150,148.38,82.82,1
908,150,147,82.92,1
909,150,145.75,83.02,1
910,150,145.75,83.06,1
911,150,146.69,83.05,1
912,150,149.06,82.94,1
913,150,147.94,83.02,1
914,150,148.44,83.01,1
915,150,148.06,83.05,1
916,150,149.63,82.97,1
917,150,149.31,82.99,1
918,150,148.44,83.05,1
919,150,148.19,83.08,1
920,150,148.44,83.09,1
921,150,148.31,83.11,1
922,150,148.19,83.14,1
923,150,149.63,83.07,1
924,150,149,83.11,1
925,150,149.5,83.09,1
926,150,149.13,83.12,1
927,150,149.94,83.08,1
928,150,149.5,83.1,1
929,150,149.13,83.13,1
930,150,149.88,83.09,1
931,150,148.69,83.17,1
932,150,150.5,83.07,1
933,150,149.5,83.13,1
934,150,149.13,83.15,1
935,150,148.25,83.21,1
936,150,147.13,83.3,1
937,150,147.38,83.31,1
938,150,147.75,83.32,1
939,150,147.5,83.35,1
940,150,145.94,83.47,1
941,150,146.06,83.51,1
942,150,145.63,83.57,1
943,150,147.44,83.51,1
944,150,147.19,83.55,1
945,150,147.75,83.54,1
946,150,146.94,83.61,1
947,150,147.06,83.64,1
948,150,146.31,83.71,1
949,150,146.81,83.72,1
950,150,147.81,83.69,1
951,150,146.5,83.79,1
952,150,147.25,83.78,1
953,150,147.63,83.79,1
954,150,147.94,83.79,1
955,150,148.56,83.77,1
956,150,148.56,83.79,1
957,150,148.94,83.78,1
958,150,149.75,83.74,1
959,150,150.31,83.71,1
960,150,148.94,83.79,1
961,150,150.31,83.72,1
962,150,150.75,83.69,1
963,150,149.81,83.74,1
964,150,150.38,83.71,1
965,150,149.63,83.75,1
966,150,150.5,83.7,1
967,150,148.69,83.8,1
968,150,144.38,84.07,1
969,150,147.88,83.92,1
970,150,149.63,83.84,1
971,150,147.31,83.98,1
972,150,149.31,83.89,1
973,150,150.56,83.82,1
974,150,148.19,83.95,1
975,150,149.81,83.87,1
976,150,150.38,83.84,1
977,150,148.94,83.93,1
978,150,148.44,83.97,1
979,150,151.13,83.82,1
980,150,149.81,83.89,1
981,150,149.75,83.89,1
982,150,148.19,83.99,1
983,150,150.38,83.88,1
984,150,149.19,83.94,1
985,150,147.06,84.08,1
986,150,146.25,84.16,1
987,150,149.44,84,1
988,150,150.19,83.96,1
989,150,149.56,84,1
990,150,149.38,84.02,1
991,150,148.69,84.06,1
992,150,150.63,83.96,1
993,150,153.69,83.77,1
994,150,152.63,83.8,1
995,150,153.69,83.71,1
996,150,153.75,83.67,1
997,150,153,83.67,1
998,150,153.44,83.62,1
999,150,152.38,83.65,1
1000,150,151.56,83.67,1
1001,150,151.13,83.68,1
