Time,SP,PV,OP,error,ts
457,0.96357,0.65561,1.0374,-0.47882,20
458,0.96357,0.10441,1.1258,0.08219,20
459,0.96357,-0.16479,1.1835,0.35617,20
460,0.96357,0.14158,1.1476,0.044354,20
461,0.96357,-0.30195,1.2552,0.49578,20
462,0.96357,-0.014808,1.2411,0.20353,20
463,0.96357,-0.10838,1.2859,0.29877,20
464,0.96357,0.041595,1.2641,0.14612,20
465,0.96357,-0.26606,1.3346,0.45924,20
466,0.96357,-0.16479,1.3525,0.35617,20
467,0.96357,0.32873,1.2411,-0.14613,20
468,0.96357,0.062105,1.277,0.12524,20
469,0.96357,0.34924,1.2104,-0.167,20
470,0.96357,-0.12505,1.268,0.31573,20
471,0.96357,0.46205,1.1437,-0.28182,20
472,0.96357,0.40565,1.1386,-0.22441,20
473,0.96357,0.51845,1.104,-0.33922,20
474,0.96357,0.10441,1.1655,0.08219,20
475,0.96357,0.062105,1.1386,0.12524,20
476,0.96357,-0.26606,1.2193,0.45924,20
477,0.96357,-0.14556,1.2142,0.3366,20
478,0.96357,0.14158,1.1566,0.044354,20
479,0.96357,0.14158,1.1566,0.044354,20
480,0.96357,0.14158,1.1924,0.044354,20
481,0.96357,0.19798,1.1566,-0.013052,20
482,0.96357,0.12492,1.1835,0.061315,20
483,0.96357,-0.33912,1.2949,0.53361,20
484,0.96357,0.16209,1.1924,0.023479,20
485,0.96357,0.041595,1.2232,0.14612,20
486,0.96357,-0.6096,1.3884,0.8089,20
487,0.96357,0.40565,1.1745,-0.22441,20
488,0.96357,0.78636,1.113,-0.6119,20
489,0.96357,-0.072492,1.2898,0.26224,20
490,0.96357,0.57614,1.1617,-0.39793,20
491,0.96357,-0.089157,1.3436,0.2792,20
492,0.96357,-0.80316,1.5664,1.0059,20
493,0.96357,-0.4327,1.5664,0.62885,20
494,0.96357,-0.55319,1.6817,0.75149,20
495,0.96357,-0.47244,1.7535,0.6693,20
496,0.96357,-0.82239,1.9136,1.0255,20
497,0.96357,-0.072492,1.838,0.26224,20
498,0.96357,-0.33912,1.9213,0.53361,20
499,0.96357,-0.10838,1.9085,0.29877,20
500,0.96357,-0.10838,1.9085,0.29877,20
501,0.96357,-0.089157,1.9264,0.2792,20
502,0.96357,1.5209,1.6151,-1.3595,20
503,0.96357,0.21849,1.8905,-0.033927,20
504,0.96357,0.34924,1.8329,-0.167,20
505,0.96357,0.14158,1.8777,0.044354,20
506,0.96357,0.36847,1.8457,-0.18657,20
507,0.96357,0.36847,1.8329,-0.18657,20
508,0.96357,0.2749,1.8418,-0.091333,20
509,0.96357,-0.014808,1.8867,0.20353,20
510,0.96357,-0.031472,1.8956,0.22049,20
511,0.96357,1.4632,1.5524,-1.3008,20
512,0.96357,0.12492,1.8111,0.061315,20
513,0.96357,-0.32246,1.8905,0.51665,20
514,0.96357,0.2749,1.7535,-0.091333,20
515,0.96357,0.17876,1.7535,0.0065184,20
516,0.96357,-0.10838,1.829,0.29877,20
517,0.96357,-0.80316,2.0237,1.0059,20
518,0.96357,-0.53268,2.0289,0.73062,20
519,0.96357,-0.089157,1.9623,0.2792,20
520,0.96357,-0.16479,1.984,0.35617,20
521,0.96357,0.062105,1.9623,0.12524,20
522,0.96357,0.49922,1.8995,-0.31965,20
523,0.96357,0.42487,1.8995,-0.24398,20
524,0.96357,0.078769,1.9712,0.10828,20
525,0.96357,0.32873,1.9482,-0.14613,20
526,0.96357,0.16209,1.9981,0.023479,20
527,0.96357,0.17876,1.9712,0.0065184,20
528,0.96357,0.46205,1.8995,-0.28182,20
529,0.96357,0.38514,1.8816,-0.20354,20
530,0.96357,0.21849,1.8867,-0.033927,20
531,0.96357,0.21849,1.8329,-0.033927,20
532,0.96357,0.53512,1.7176,-0.35618,20
533,0.96357,0.65561,1.651,-0.47882,20
534,0.96357,0.25567,1.6907,-0.071763,20
535,0.96357,0.51845,1.5793,-0.33922,20
536,0.96357,0.34924,1.5524,-0.167,20
537,0.96357,0.53512,1.4729,-0.35618,20
538,0.96357,0.57614,1.3974,-0.39793,20
539,0.96357,0.19798,1.4063,-0.013052,20
540,0.96357,0.16209,1.3922,0.023479,20
541,0.96357,0.51845,1.2731,-0.33922,20
542,0.96357,0.42487,1.2552,-0.24398,20
543,0.96357,0.71201,1.1655,-0.53623,20
544,0.96357,1.1261,1.0413,-0.95764,20
545,0.96357,0.34924,1.1476,-0.167,20
546,0.96357,0.67612,1.0233,-0.4997,20
547,0.96357,0.29156,1.0502,-0.10829,20
548,0.96357,0.86328,0.86322,-0.69018,20
549,0.96357,0.49922,0.885,-0.31965,20
550,0.96357,0.53512,0.82351,-0.35618,20
551,0.96357,0.44282,0.78765,-0.26225,20
552,0.96357,0.65561,0.6903,-0.47882,20
553,0.96357,0.49922,0.69414,-0.31965,20
554,0.96357,1.0299,0.53403,-0.85979,20
555,0.96357,0.32873,0.64547,-0.14613,20
556,0.96357,0.17876,0.64547,0.0065184,20
