Time,SP,PV,OP,Error,ts
120,0,-0.38977,-0.72758,0.38977,20
121,0,0.12819,-0.66291,-0.12819,20
122,0,0.50849,-0.60901,-0.50849,20
123,0,0.69714,-0.44818,-0.69714,20
124,0,0.72099,-0.48298,-0.72099,20
125,0,0.61845,-0.58603,-0.61845,20
126,0,0.38593,-0.66722,-0.38593,20
127,0,0.13368,-0.78967,-0.13368,20
128,0,-0.11392,-0.80926,0.11392,20
129,0,-0.4819,-0.80926,0.4819,20
130,0,-0.87126,-0.80926,0.87126,20
131,0,-1.2,-0.80926,1.2,20
132,0,-1.4761,-0.80926,1.4761,20
133,0,-1.6376,-0.80926,1.6376,20
134,0,-1.5844,-0.80926,1.5844,20
135,0,-1.2496,-0.80926,1.2496,20
136,0,-0.75471,-0.80926,0.75471,20
137,0,-0.2905,-0.80926,0.2905,20
138,0,0.11339,-0.80926,-0.11339,20
139,0,0.3614,-0.80926,-0.3614,20
140,0,0.43667,-0.80926,-0.43667,20
141,0,0.42309,-0.80926,-0.42309,20
142,0,0.28654,-0.80926,-0.28654,20
143,0,0.081304,-0.80926,-0.081304,20
144,0,-0.20326,-0.80926,0.20326,20
145,0,-0.57101,-0.80926,0.57101,20
146,0,-0.95123,-0.80926,0.95123,20
147,0,-1.3656,-0.80926,1.3656,20
148,0,-1.699,-0.80926,1.699,20
149,0,-1.8959,-0.80926,1.8959,20
150,0,-1.9549,-0.80926,1.9549,20
151,0,-1.7369,-0.80926,1.7369,20
152,0,-1.2406,-0.80926,1.2406,20
153,0,-0.66899,-0.80926,0.66899,20
154,0,-0.1504,-0.80926,0.1504,20
155,0,0.35777,-0.62915,-0.35777,20
156,0,0.71058,-0.40888,-0.71058,20
157,0,0.76638,-0.46777,-0.76638,20
158,0,0.6604,-0.48822,-0.6604,20
159,0,0.47367,-0.56435,-0.47367,20
160,0,0.21565,-0.75002,-0.21565,20
161,0,-0.089566,-0.78169,0.089566,20
162,0,-0.43774,-0.78317,0.43774,20
163,0,-0.79237,-0.78465,0.79237,20
164,0,-1.1012,-0.78612,1.1012,20
165,0,-1.356,-0.7876,1.356,20
166,0,-1.4979,-0.78908,1.4979,20
167,0,-1.3579,-0.79056,1.3579,20
168,0,-1.013,-0.79204,1.013,20
169,0,-0.50959,-0.79352,0.50959,20
170,0,0.098441,-0.61635,-0.098441,20
171,0,0.67192,0.08722,-0.67192,20
172,0,1.027,0.28963,-1.027,20
173,0,1.1353,-0.18984,-1.1353,20
174,0,1.1763,-0.10533,-1.1763,20
175,0,1.0907,0.22865,-1.0907,20
176,0,0.89291,0.14401,-0.89291,20
177,0,0.62777,-0.36835,-0.62777,20
178,0,0.3023,-0.75604,-0.3023,20
179,0,-0.064856,-0.80926,0.064856,20
180,0,-0.47039,-0.80926,0.47039,20
181,0,-0.82807,-0.80926,0.82807,20
182,0,-1.0225,-0.80926,1.0225,20
183,0,-1.0895,-0.80926,1.0895,20
184,0,-0.98272,-0.80926,0.98272,20
185,0,-0.57101,-0.70402,0.57101,20
186,0,-0.056756,-0.47497,0.056756,20
187,0,0.39937,-0.22736,-0.39937,20
188,0,0.78996,0.020263,-0.78996,20
189,0,0.99629,0.1773,-0.99629,20
190,0,0.96202,0.070712,-0.96202,20
191,0,0.80216,0.1466,-0.80216,20
192,0,0.535,-0.076874,-0.535,20
193,0,0.15999,-0.60483,-0.15999,20
194,0,-0.23119,-0.69804,0.23119,20
195,0,-0.71249,-0.70691,0.71249,20
196,0,-1.1879,-0.71578,1.1879,20
197,0,-1.5477,-0.72465,1.5477,20
198,0,-1.8318,-0.73352,1.8318,20
199,0,-1.9754,-0.74239,1.9754,20
200,0,-1.8863,-0.75126,1.8863,20
201,0,-1.5007,-0.76013,1.5007,20
202,0,-0.94501,-0.769,0.94501,20
203,0,-0.36737,-0.7364,0.36737,20
204,0,0.14656,-0.53146,-0.14656,20
205,0,0.49698,-0.29739,-0.49698,20
206,0,0.63874,-0.29369,-0.63874,20
207,0,0.59459,-0.55055,-0.59459,20
208,0,0.42231,-0.77711,-0.42231,20
209,0,0.1918,-0.80926,-0.1918,20
210,0,-0.045836,-0.80926,0.045836,20
211,0,-0.3596,-0.80926,0.3596,20
212,0,-0.76295,-0.80926,0.76295,20
213,0,-1.1797,-0.80926,1.1797,20
214,0,-1.4567,-0.80926,1.4567,20
215,0,-1.5691,-0.80926,1.5691,20
216,0,-1.5589,-0.80926,1.5589,20
217,0,-1.2984,-0.80926,1.2984,20
218,0,-0.86166,-0.80926,0.86166,20
219,0,-0.34041,-0.80926,0.34041,20
220,0,0.16356,-0.80926,-0.16356,20
221,0,0.57403,-0.43857,-0.57403,20
222,0,0.81505,0.06874,-0.81505,20
223,0,0.77255,-0.22397,-0.77255,20
224,0,0.63819,-0.54279,-0.63819,20
225,0,0.48628,-0.58751,-0.48628,20
226,0,0.26747,-0.776,-0.26747,20
227,0,-0.020348,-0.80926,0.020348,20
228,0,-0.37579,-0.80926,0.37579,20
229,0,-0.74138,-0.80926,0.74138,20
230,0,-1.0355,-0.80926,1.0355,20
231,0,-1.2455,-0.80926,1.2455,20
232,0,-1.373,-0.80926,1.373,20
233,0,-1.3157,-0.80926,1.3157,20
234,0,-0.96695,-0.80926,0.96695,20
235,0,-0.41362,-0.80926,0.41362,20
236,0,0.16767,-0.57261,-0.16767,20
237,0,0.65107,-0.18843,-0.65107,20
238,0,0.94474,0.083523,-0.94474,20
239,0,1.0448,0.090484,-1.0448,20
240,0,0.96696,-0.18713,-0.96696,20
241,0,0.77186,-0.50744,-0.77186,20
242,0,0.53044,-0.59108,-0.53044,20
243,0,0.20209,-0.63716,-0.20209,20
244,0,-0.22223,-0.7845,0.22223,20
245,0,-0.66095,-0.80926,0.66095,20
246,0,-1.0111,-0.80926,1.0111,20
247,0,-1.2571,-0.80926,1.2571,20
248,0,-1.4641,-0.80926,1.4641,20
249,0,-1.5271,-0.80926,1.5271,20
250,0,-1.3091,-0.80926,1.3091,20
251,0,-0.83849,-0.80926,0.83849,20
252,0,-0.26364,-0.69826,0.26364,20
253,0,0.28352,-0.45668,-0.28352,20
254,0,0.72812,0.068371,-0.72812,20
255,0,0.93678,0.17087,-0.93678,20
256,0,0.94364,-0.14974,-0.94364,20
257,0,0.87043,-0.13773,-0.87043,20
258,0,0.66232,-0.39884,-0.66232,20
259,0,0.41801,-0.75493,-0.41801,20
260,0,0.17124,-0.80926,-0.17124,20
261,0,-0.22702,-0.80926,0.22702,20
262,0,-0.74292,-0.80926,0.74292,20
263,0,-1.17,-0.80926,1.17,20
264,0,-1.4737,-0.80926,1.4737,20
265,0,-1.6656,-0.80926,1.6656,20
266,0,-1.6034,-0.80926,1.6034,20
267,0,-1.2102,-0.80926,1.2102,20
268,0,-0.69604,-0.80926,0.69604,20
269,0,-0.24417,-0.80926,0.24417,20
270,0,0.26913,-0.58517,-0.26913,20
271,0,0.72566,-0.20216,-0.72566,20
272,0,0.89483,-0.017987,-0.89483,20
273,0,0.82437,-0.19933,-0.82437,20
274,0,0.65958,-0.47759,-0.65958,20
275,0,0.45146,-0.59053,-0.45146,20
276,0,0.14903,-0.67307,-0.14903,20
277,0,-0.25993,-0.75561,0.25993,20
278,0,-0.71989,-0.80307,0.71989,20
279,0,-1.1068,-0.80926,1.1068,20
280,0,-1.4004,-0.80926,1.4004,20
281,0,-1.5799,-0.80926,1.5799,20
282,0,-1.5296,-0.80926,1.5296,20
283,0,-1.274,-0.80926,1.274,20
284,0,-1.0821,-0.80926,1.0821,20
285,0,-0.51041,-0.80926,0.51041,20
286,0,0.34096,-0.66894,-0.34096,20
287,0,0.81916,-0.19181,-0.81916,20
288,0,0.98491,0.10896,-0.98491,20
289,0,0.94282,-0.03425,-0.94282,20
290,0,0.79928,-0.03813,-0.79928,20
291,0,0.52879,-0.18602,-0.52879,20
292,0,0.19618,-0.60254,-0.19618,20
293,0,-0.18576,-0.78856,0.18576,20
294,0,-0.61707,-0.80926,0.61707,20
295,0,-1.0558,-0.80926,1.0558,20
296,0,-1.3896,-0.80926,1.3896,20
297,0,-1.6001,-0.80926,1.6001,20
298,0,-1.7291,-0.80926,1.7291,20
299,0,-1.5976,-0.80926,1.5976,20
300,0,-1.1564,-0.80926,1.1564,20
301,0,-0.5891,-0.74643,0.5891,20
302,0,-0.0078045,-0.4589,0.0078045,20
303,0,0.50357,-0.20697,-0.50357,20
304,0,0.75554,-0.19206,-0.75554,20
305,0,0.89401,-0.12455,-0.89401,20
306,0,0.97353,0.05137,-0.97353,20
307,0,0.82263,-0.19415,-0.82263,20
308,0,0.56416,-0.47294,-0.56416,20
309,0,0.29362,-0.42564,-0.29362,20
310,0,-0.074035,-0.5986,0.074035,20
311,0,-0.55593,-0.78265,0.55593,20
312,0,-1.006,-0.80926,1.006,20
313,0,-1.3123,-0.80926,1.3123,20
314,0,-1.5085,-0.80926,1.5085,20
315,0,-1.5519,-0.80926,1.5519,20
316,0,-1.2588,-0.80926,1.2588,20
317,0,-0.7358,-0.80926,0.7358,20
318,0,-0.10035,-0.48255,0.10035,20
319,0,0.47258,-0.18196,-0.47258,20
320,0,0.87346,-0.064741,-0.87346,20
321,0,1.1485,0.26462,-1.1485,20
322,0,1.2081,0.59792,-1.2081,20
323,0,1.1326,0.88564,-1.1326,20
324,0,0.93913,0.78955,-0.93913,20
325,0,0.62777,0.10545,-0.62777,20
326,0,0.29873,-0.45914,-0.29873,20
327,0,-0.086236,-0.63038,0.086236,20
328,0,-0.53701,-0.73879,0.53701,20
329,0,-0.96969,-0.80113,0.96969,20
330,0,-1.2949,-0.80926,1.2949,20
331,0,-1.4342,-0.80926,1.4342,20
332,0,-1.3714,-0.80926,1.3714,20
333,0,-1.0824,-0.80926,1.0824,20
334,0,-0.53509,-0.32338,0.53509,20
335,0,0.065673,0.33201,-0.065673,20
336,0,0.4941,0.39693,-0.4941,20
337,0,0.81012,0.30792,-0.81012,20
338,0,1.0115,0.36662,-1.0115,20
339,0,1.0251,0.3827,-1.0251,20
340,0,0.84859,0.31624,-0.84859,20
341,0,0.55374,0.10336,-0.55374,20
342,0,0.24299,-0.38868,-0.24299,20
343,0,-0.15245,-0.75826,0.15245,20
344,0,-0.64751,-0.80926,0.64751,20
345,0,-1.0946,-0.80926,1.0946,20
346,0,-1.3884,-0.80926,1.3884,20
347,0,-1.5779,-0.80926,1.5779,20
348,0,-1.6182,-0.80926,1.6182,20
349,0,-1.3782,-0.80926,1.3782,20
350,0,-0.9175,-0.80926,0.9175,20
351,0,-0.37139,-0.6857,0.37139,20
352,0,0.1843,-0.41677,-0.1843,20
353,0,0.63901,0.17136,-0.63901,20
354,0,0.83273,0.40777,-0.83273,20
355,0,0.84136,0.14352,-0.84136,20
356,0,0.73402,0.0056034,-0.73402,20
357,0,0.51974,-0.16681,-0.51974,20
358,0,0.26611,-0.49506,-0.26611,20
359,0,-0.014942,-0.76883,0.014942,20
360,0,-0.38401,-0.80527,0.38401,20
361,0,-0.85179,-0.80231,0.85179,20
362,0,-1.2318,-0.79936,1.2318,20
363,0,-1.405,-0.7964,1.405,20
364,0,-1.4586,-0.79344,1.4586,20
365,0,-1.4201,-0.79049,1.4201,20
366,0,-1.1174,-0.78753,1.1174,20
367,0,-0.59693,-0.78457,0.59693,20
368,0,-0.045794,-0.78162,0.045794,20
369,0,0.50534,-0.43017,-0.50534,20
370,0,0.95742,0.14069,-0.95742,20
371,0,1.2044,0.54883,-1.2044,20
372,0,1.1868,0.46469,-1.1868,20
373,0,0.98533,-0.052235,-0.98533,20
374,0,0.75867,-0.015524,-0.75867,20
375,0,0.62833,0.32252,-0.62833,20
376,0,0.2524,-0.1264,-0.2524,20
377,0,-0.34467,-0.72019,0.34467,20
378,0,-0.78845,-0.80926,0.78845,20
379,0,-1.1158,-0.80926,1.1158,20
380,0,-1.3445,-0.80926,1.3445,20
381,0,-1.4675,-0.80926,1.4675,20
382,0,-1.3297,-0.80926,1.3297,20
383,0,-0.911,-0.80926,0.911,20
384,0,-0.33849,-0.68989,0.33849,20
385,0,0.28174,-0.097078,-0.28174,20
386,0,0.79037,0.52425,-0.79037,20
387,0,1.0873,0.75222,-1.0873,20
388,0,1.1501,0.69352,-1.1501,20
389,0,1.0517,0.58886,-1.0517,20
390,0,0.83624,0.33213,-0.83624,20
391,0,0.50932,-0.17007,-0.50932,20
392,0,0.16566,-0.56743,-0.16566,20
393,0,-0.24636,-0.78136,0.24636,20
394,0,-0.67356,-0.80926,0.67356,20
395,0,-1.036,-0.80926,1.036,20
396,0,-1.2984,-0.80926,1.2984,20
397,0,-1.3821,-0.80926,1.3821,20
398,0,-1.3017,-0.80926,1.3017,20
399,0,-1.0764,-0.80926,1.0764,20
400,0,-0.61748,-0.69198,0.61748,20
401,0,0.030302,-0.17075,-0.030302,20
402,0,0.59994,0.14795,-0.59994,20
403,0,0.99957,0.31636,-0.99957,20
404,0,1.2373,0.73263,-1.2373,20
405,0,1.288,0.78012,-1.288,20
406,0,1.1725,0.50608,-1.1725,20
407,0,0.96969,0.59558,-0.96969,20
408,0,0.69522,0.31192,-0.69522,20
409,0,0.34946,-0.27854,-0.34946,20
410,0,-0.067592,-0.53651,0.067592,20
411,0,-0.55593,-0.77267,0.55593,20
412,0,-0.95474,-0.80926,0.95474,20
413,0,-1.2357,-0.80926,1.2357,20
414,0,-1.3591,-0.80926,1.3591,20
415,0,-1.2527,-0.80926,1.2527,20
416,0,-0.86768,-0.48255,0.86768,20
417,0,-0.26282,-0.10866,0.26282,20
418,0,0.34534,0.17961,-0.34534,20
419,0,0.86001,0.55154,-0.86001,20
420,0,1.2239,1.0749,-1.2239,20
421,0,1.3821,1.4124,-1.3821,20
422,0,1.3217,1.2146,-1.3217,20
423,0,1.1089,0.92875,-1.1089,20
424,0,0.83451,0.6974,-0.83451,20
425,0,0.55301,0.39188,-0.55301,20
426,0,0.23732,0.29566,-0.23732,20
427,0,-0.20715,-0.10028,0.20715,20
428,0,-0.65464,-0.71317,0.65464,20
429,0,-0.99163,-0.80926,0.99163,20
430,0,-1.2631,-0.80926,1.2631,20
431,0,-1.3632,-0.80926,1.3632,20
432,0,-1.1921,-0.80926,1.1921,20
433,0,-0.75911,-0.70873,0.75911,20
434,0,-0.19426,-0.48994,0.19426,20
435,0,0.39635,0.10262,-0.39635,20
436,0,0.83245,0.52345,-0.83245,20
437,0,1.0755,0.72277,-1.0755,20
438,0,1.1705,0.75419,-1.1705,20
439,0,1.0791,0.63802,-1.0791,20
440,0,0.8357,0.67177,-0.8357,20
441,0,0.49451,0.12849,-0.49451,20
442,0,0.13989,-0.55339,-0.13989,20
443,0,-0.27611,-0.78635,0.27611,20
444,0,-0.76431,-0.80926,0.76431,20
445,0,-1.1491,-0.80926,1.1491,20
446,0,-1.3996,-0.80926,1.3996,20
447,0,-1.5181,-0.80926,1.5181,20
448,0,-1.3977,-0.80926,1.3977,20
449,0,-1.0429,-0.80926,1.0429,20
450,0,-0.49972,-0.57889,0.49972,20
451,0,0.086927,-0.39792,-0.086927,20
452,0,0.62749,-0.084142,-0.62749,20
453,0,1.0359,0.54698,-1.0359,20
454,0,1.2291,0.94046,-1.2291,20
455,0,1.2529,1.0128,-1.2529,20
456,0,1.1053,0.87825,-1.1053,20
457,0,0.84931,0.57322,-0.84931,20
458,0,0.57878,0.2818,-0.57878,20
459,0,0.2694,0.17838,-0.2694,20
460,0,-0.16959,-0.26271,0.16959,20
461,0,-0.65821,-0.73867,0.65821,20
462,0,-1.0049,-0.80926,1.0049,20
463,0,-1.2348,-0.80926,1.2348,20
464,0,-1.3438,-0.80926,1.3438,20
465,0,-1.2222,-0.80926,1.2222,20
466,0,-0.8208,-0.67104,0.8208,20
467,0,-0.24142,-0.54612,0.24142,20
468,0,0.3618,-0.032032,-0.3618,20
469,0,0.87646,0.75715,-0.87646,20
470,0,1.1797,1.0548,-1.1797,20
471,0,1.2573,0.85927,-1.2573,20
472,0,1.2173,0.6958,-1.2173,20
473,0,1.0397,0.73472,-1.0397,20
474,0,0.71771,0.49203,-0.71771,20
475,0,0.37404,0.16249,-0.37404,20
476,0,-0.04264,-0.3192,0.04264,20
477,0,-0.54523,-0.74717,0.54523,20
478,0,-1.0048,-0.80926,1.0048,20
479,0,-1.303,-0.80926,1.303,20
480,0,-1.4789,-0.80926,1.4789,20
481,0,-1.4957,-0.80926,1.4957,20
482,0,-1.2242,-0.80926,1.2242,20
483,0,-0.69633,-0.55585,0.69633,20
484,0,-0.10119,-0.31217,0.10119,20
485,0,0.44103,0.11038,-0.44103,20
486,0,0.8681,0.4552,-0.8681,20
487,0,1.0972,0.68828,-1.0972,20
488,0,1.1198,0.80248,-1.1198,20
489,0,1.0114,0.63888,-1.0114,20
490,0,0.80833,0.55092,-0.80833,20
491,0,0.51481,0.067632,-0.51481,20
492,0,0.20772,-0.42952,-0.20772,20
493,0,-0.15765,-0.67633,0.15765,20
494,0,-0.59157,-0.78794,0.59157,20
495,0,-0.96818,-0.79025,0.96818,20
496,0,-1.2653,-0.77617,1.2653,20
497,0,-1.4432,-0.76209,1.4432,20
498,0,-1.4065,-0.74802,1.4065,20
499,0,-1.1068,-0.73394,1.1068,20
500,0,-0.57101,-0.71986,0.57101,20
501,0,0.055247,-0.40181,-0.055247,20
502,0,0.63544,0.081182,-0.63544,20
503,0,1.0566,0.50947,-1.0566,20
504,0,1.279,1.043,-1.279,20
505,0,1.2681,1.1502,-1.2681,20
506,0,1.098,0.93873,-1.098,20
507,0,0.87344,0.89229,-0.87344,20
508,0,0.61049,0.5264,-0.61049,20
509,0,0.28352,-0.25834,-0.28352,20
510,0,-0.11201,-0.65354,0.11201,20
511,0,-0.58774,-0.65478,0.58774,20
512,0,-0.99424,-0.73879,0.99424,20
513,0,-1.2348,-0.80113,1.2348,20
514,0,-1.3298,-0.80926,1.3298,20
515,0,-1.2058,-0.80926,1.2058,20
516,0,-0.83231,-0.66685,0.83231,20
517,0,-0.22525,-0.17469,0.22525,20
518,0,0.40005,0.21978,-0.40005,20
519,0,0.94556,0.63297,-0.94556,20
520,0,1.3866,1.1946,-1.3866,20
521,0,1.5855,1.3559,-1.5855,20
522,0,1.6094,1.6369,-1.6094,20
523,0,1.4882,1.9805,-1.4882,20
524,0,1.2244,1.9805,-1.2244,20
525,0,0.93925,1.8089,-0.93925,20
526,0,0.56863,1.2881,-0.56863,20
527,0,0.09747,0.4892,-0.09747,20
528,0,-0.38877,-0.1527,0.38877,20
529,0,-0.78722,-0.56423,0.78722,20
530,0,-1.0824,-0.7761,1.0824,20
531,0,-1.2292,-0.79374,1.2292,20
532,0,-1.1265,-0.78224,1.1265,20
533,0,-0.76487,-0.48243,0.76487,20
534,0,-0.23869,-0.053898,0.23869,20
535,0,0.26542,0.17789,-0.26542,20
536,0,0.71744,0.52856,-0.71744,20
537,0,1.0265,0.78844,-1.0265,20
538,0,1.1764,0.91225,-1.1764,20
539,0,1.1884,1.0681,-1.1884,20
540,0,1.0123,0.99023,-1.0123,20
541,0,0.75307,0.95746,-0.75307,20
542,0,0.4205,0.43549,-0.4205,20
543,0,0.012805,-0.45828,-0.012805,20
544,0,-0.40617,-0.77456,0.40617,20
545,0,-0.82513,-0.79881,0.82513,20
546,0,-1.2441,-0.79106,1.2441,20
547,0,-1.499,-0.78332,1.499,20
548,0,-1.5608,-0.77558,1.5608,20
549,0,-1.4166,-0.76783,1.4166,20
550,0,-0.94749,-0.76009,0.94749,20
551,0,-0.30998,-0.44777,0.30998,20
552,0,0.29448,0.069973,-0.29448,20
553,0,0.83588,0.60402,-0.83588,20
554,0,1.2163,1.0221,-1.2163,20
555,0,1.323,1.1634,-1.323,20
556,0,1.2905,1.3381,-1.2905,20
557,0,1.1409,1.2742,-1.1409,20
558,0,0.87346,0.9553,-0.87346,20
559,0,0.58829,0.7197,-0.58829,20
560,0,0.24253,0.45822,-0.24253,20
561,0,-0.23511,-0.17284,0.23511,20
562,0,-0.72483,-0.72341,0.72483,20
563,0,-1.143,-0.79013,1.143,20
564,0,-1.4835,-0.77597,1.4835,20
565,0,-1.6541,-0.7618,1.6541,20
566,0,-1.6149,-0.74763,1.6149,20
567,0,-1.3183,-0.73347,1.3183,20
568,0,-0.8452,-0.7193,0.8452,20
569,0,-0.34799,-0.70513,0.34799,20
570,0,0.087061,-0.62997,-0.087061,20
571,0,0.39305,-0.37205,-0.39305,20
572,0,0.52905,-0.22409,-0.52905,20
573,0,0.47404,-0.35221,-0.47404,20
574,0,0.31848,-0.52468,-0.31848,20
575,0,0.1503,-0.69715,-0.1503,20
576,0,-0.04894,-0.79633,0.04894,20
577,0,-0.33913,-0.80926,0.33913,20
578,0,-0.69878,-0.80926,0.69878,20
579,0,-1.068,-0.80926,1.068,20
580,0,-1.3386,-0.80926,1.3386,20
581,0,-1.4931,-0.80926,1.4931,20
582,0,-1.4834,-0.80926,1.4834,20
583,0,-1.2403,-0.80926,1.2403,20
584,0,-0.74622,-0.67732,0.74622,20
585,0,-0.060455,-0.24984,0.060455,20
586,0,0.55922,0.093749,-0.55922,20
587,0,0.99465,-0.042503,-0.99465,20
588,0,1.3259,0.32917,-1.3259,20
589,0,1.5274,1.1377,-1.5274,20
590,0,1.4753,1.3474,-1.4753,20
591,0,1.2655,1.1038,-1.2655,20
592,0,1.0119,0.81961,-1.0119,20
593,0,0.67028,0.45391,-0.67028,20
594,0,0.25323,-0.1498,-0.25323,20
595,0,-0.18851,-0.57088,0.18851,20
596,0,-0.64669,-0.73079,0.64669,20
597,0,-1.0328,-0.80021,1.0328,20
598,0,-1.2565,-0.80926,1.2565,20
599,0,-1.3793,-0.80926,1.3793,20
600,0,-1.2886,-0.80926,1.2886,20
601,0,-0.88976,-0.50978,0.88976,20
602,0,-0.37057,-0.33965,0.37057,20
603,0,0.11708,-0.31162,-0.11708,20
604,0,0.55264,0.06874,-0.55264,20
605,0,0.91979,0.44454,-0.91979,20
606,0,1.1084,0.7378,-1.1084,20
607,0,1.0655,0.59145,-1.0655,20
608,0,0.89209,0.28593,-0.89209,20
609,0,0.70198,0.30909,-0.70198,20
610,0,0.40155,-0.076258,-0.40155,20
611,0,-0.028657,-0.59298,0.028657,20
612,0,-0.47834,-0.69775,0.47834,20
613,0,-0.85111,-0.7283,0.85111,20
614,0,-1.1334,-0.75885,1.1334,20
615,0,-1.3019,-0.7894,1.3019,20
