Send Time,Received Time,Detection Time,ID,PV,OP,Prob No,Prob Yes,Prediksi,Aktual
2021-10-13 00:56:35.751347,2021-10-13 00:56:35.754374,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.881743,39.4632,-,-,-,1
2021-10-13 00:56:36.267133,2021-10-13 00:56:36.272115,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.908469,38.99651,-,-,-,1
2021-10-13 00:56:36.773665,2021-10-13 00:56:36.777667,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.930255,38.30475,-,-,-,1
2021-10-13 00:56:37.295195,2021-10-13 00:56:37.298198,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.941177,37.74492,-,-,-,1
2021-10-13 00:56:37.832879,2021-10-13 00:56:37.836868,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.946037,36.99872,-,-,-,1
2021-10-13 00:56:38.341158,2021-10-13 00:56:38.345153,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948209,36.45094,-,-,-,1
2021-10-13 00:56:38.864385,2021-10-13 00:56:38.866385,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948998,35.99324,-,-,-,1
2021-10-13 00:56:39.403478,2021-10-13 00:56:39.405480,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948768,35.57505,-,-,-,1
2021-10-13 00:56:39.941085,2021-10-13 00:56:39.945079,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.947795,35.14362,-,-,-,1
2021-10-13 00:56:40.444771,2021-10-13 00:56:40.448777,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.947819,34.5917,-,-,-,1
2021-10-13 00:56:40.951174,2021-10-13 00:56:40.959175,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948415,33.94805,-,-,-,1
2021-10-13 00:56:41.469877,2021-10-13 00:56:41.477880,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.94846,33.51391,-,-,-,1
2021-10-13 00:56:42.002957,2021-10-13 00:56:42.004470,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948277,33.12376,-,-,-,1
2021-10-13 00:56:42.526102,2021-10-13 00:56:42.528090,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.940627,32.97018,-,-,-,1
2021-10-13 00:56:43.045579,2021-10-13 00:56:43.054581,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.907836,34.00383,-,-,-,1
2021-10-13 00:56:43.550304,2021-10-13 00:56:43.553293,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.886353,35.13129,-,-,-,1
2021-10-13 00:56:44.059854,2021-10-13 00:56:44.062960,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.875231,36.13137,-,-,-,1
2021-10-13 00:56:44.576605,2021-10-13 00:56:44.582618,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.867202,37.15376,-,-,-,1
2021-10-13 00:56:45.087193,2021-10-13 00:56:45.094208,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.861583,38.25824,-,-,-,1
2021-10-13 00:56:45.593168,2021-10-13 00:56:45.602175,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.861185,39.22747,-,-,-,1
2021-10-13 00:56:46.143732,2021-10-13 00:56:46.146717,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.871175,39.80473,-,-,-,1
2021-10-13 00:56:46.651562,2021-10-13 00:56:46.653564,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.902054,39.32504,-,-,-,1
2021-10-13 00:56:47.157391,2021-10-13 00:56:47.158883,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.924148,38.72332,-,-,-,1
2021-10-13 00:56:47.665181,2021-10-13 00:56:47.667182,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.940216,38.03896,-,-,-,1
2021-10-13 00:56:48.186367,2021-10-13 00:56:48.188351,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.952149,37.06465,-,-,-,1
2021-10-13 00:56:48.696636,2021-10-13 00:56:48.699558,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.953701,36.50995,-,-,-,1
2021-10-13 00:56:49.213591,2021-10-13 00:56:49.219575,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.958561,35.75462,-,-,-,1
2021-10-13 00:56:49.723497,2021-10-13 00:56:49.729499,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.966309,34.92123,-,-,-,1
2021-10-13 00:56:50.227351,2021-10-13 00:56:50.232353,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.971428,33.75751,-,-,-,1
2021-10-13 00:56:50.735242,2021-10-13 00:56:50.740244,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.969209,32.8069,-,-,-,1
2021-10-13 00:56:51.254357,2021-10-13 00:56:51.256346,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.936759,33.30158,-,-,-,1
2021-10-13 00:56:51.757692,2021-10-13 00:56:51.759693,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.902252,34.40088,-,-,-,1
2021-10-13 00:56:52.279374,2021-10-13 00:56:52.288280,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.879025,35.55794,-,-,-,1
2021-10-13 00:56:52.783901,2021-10-13 00:56:52.786889,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.867474,36.64953,-,-,-,1
2021-10-13 00:56:53.321862,2021-10-13 00:56:53.325865,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.861849,37.56728,-,-,-,1
2021-10-13 00:56:53.829870,2021-10-13 00:56:53.831871,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.85662,38.53372,-,-,-,1
2021-10-13 00:56:54.367865,2021-10-13 00:56:54.369853,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.856744,39.37354,-,-,-,1
2021-10-13 00:56:54.886649,2021-10-13 00:56:54.887651,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.877636,39.37809,-,-,-,1
2021-10-13 00:56:55.408895,2021-10-13 00:56:55.410836,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.902928,38.9024,-,-,-,1
2021-10-13 00:56:55.916616,2021-10-13 00:56:55.920626,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.921922,38.25736,-,-,-,1
2021-10-13 00:56:56.424931,2021-10-13 00:56:56.430933,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.93089,37.72626,-,-,-,1
2021-10-13 00:56:56.929825,2021-10-13 00:56:56.932812,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.932367,37.34691,-,-,-,1
2021-10-13 00:56:57.463808,2021-10-13 00:56:57.469817,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.932695,37.09295,-,-,-,1
2021-10-13 00:56:57.968838,2021-10-13 00:56:57.970785,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.933405,36.74631,-,-,-,1
2021-10-13 00:56:58.474953,2021-10-13 00:56:58.483980,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.933461,36.46324,-,-,-,1
2021-10-13 00:56:58.981278,2021-10-13 00:56:58.986797,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.934046,36.12953,-,-,-,1
2021-10-13 00:56:59.517537,2021-10-13 00:56:59.519030,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.937428,35.6628,-,-,-,1
2021-10-13 00:57:00.051075,2021-10-13 00:57:00.058085,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.938815,35.26503,-,-,-,1
2021-10-13 00:57:00.556754,2021-10-13 00:57:00.562755,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.945902,34.34227,-,-,-,1
2021-10-13 00:57:01.062990,2021-10-13 00:57:01.069977,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.954029,33.1951,-,-,-,1
2021-10-13 00:57:01.570062,2021-10-13 00:57:01.572062,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.950985,32.68869,-,-,-,1
2021-10-13 00:57:02.107945,2021-10-13 00:57:02.109946,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.919137,33.38325,-,-,-,1
2021-10-13 00:57:02.627099,2021-10-13 00:57:02.638102,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.887747,34.55495,-,-,-,1
2021-10-13 00:57:03.163234,2021-10-13 00:57:03.165235,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.867575,35.79016,-,-,-,1
2021-10-13 00:57:03.668429,2021-10-13 00:57:03.671432,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.857442,36.91072,-,-,-,1
2021-10-13 00:57:04.176613,2021-10-13 00:57:04.179615,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.853016,37.90833,-,-,-,1
2021-10-13 00:57:04.684280,2021-10-13 00:57:04.687268,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.850273,38.91914,-,-,-,1
2021-10-13 00:57:05.204637,2021-10-13 00:57:05.213640,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.86311,39.38644,-,-,-,1
2021-10-13 00:57:05.713189,2021-10-13 00:57:05.719193,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.891159,39.064,-,-,-,1
2021-10-13 00:57:06.252092,2021-10-13 00:57:06.254108,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.913638,38.54804,-,-,-,1
2021-10-13 00:57:06.756108,2021-10-13 00:57:06.760102,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.922804,38.1734,-,-,-,1
2021-10-13 00:57:07.276075,2021-10-13 00:57:07.278074,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.925949,37.95908,-,-,-,1
2021-10-13 00:57:07.783774,2021-10-13 00:57:07.787781,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.926497,37.71764,-,-,-,1
2021-10-13 00:57:08.321514,2021-10-13 00:57:08.323515,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.926549,37.53066,-,-,-,1
2021-10-13 00:57:08.856338,2021-10-13 00:57:08.861323,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.928279,37.26947,-,-,-,1
2021-10-13 00:57:09.403887,2021-10-13 00:57:09.409876,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.92751,37.04166,-,-,-,1
2021-10-13 00:57:09.938897,2021-10-13 00:57:09.940900,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.926609,36.85379,-,-,-,1
2021-10-13 00:57:10.448296,2021-10-13 00:57:10.451301,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.931914,36.42694,-,-,-,1
2021-10-13 00:57:10.956145,2021-10-13 00:57:10.957145,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.934364,36.01837,-,-,-,1
2021-10-13 00:57:11.476837,2021-10-13 00:57:11.479849,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.933862,35.71531,-,-,-,1
2021-10-13 00:57:11.980723,2021-10-13 00:57:11.982719,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.937783,35.13212,-,-,-,1
2021-10-13 00:57:12.497900,2021-10-13 00:57:12.498892,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.939869,34.66492,-,-,-,1
2021-10-13 00:57:13.002245,2021-10-13 00:57:13.003232,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.940147,34.25129,-,-,-,1
2021-10-13 00:57:13.518112,2021-10-13 00:57:13.521115,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.940897,33.82083,-,-,-,1
2021-10-13 00:58:24.862643,2021-10-13 00:58:24.866646,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.869323,38.48518,-,-,-,1
2021-10-13 00:58:25.370237,2021-10-13 00:58:25.373744,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.869656,39.09941,-,-,-,1
2021-10-13 00:58:25.875151,2021-10-13 00:58:25.884155,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.884219,39.15863,-,-,-,1
2021-10-13 00:58:26.413876,2021-10-13 00:58:26.415877,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.923242,37.95727,-,-,-,1
2021-10-13 00:58:26.960150,2021-10-13 00:58:26.963150,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.935086,37.27325,-,-,-,1
2021-10-13 00:58:27.503882,2021-10-13 00:58:27.518888,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.942835,36.63847,-,-,-,1
2021-10-13 00:58:28.022173,2021-10-13 00:58:28.024175,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948713,35.98645,-,-,-,1
2021-10-13 00:58:28.527996,2021-10-13 00:58:28.530985,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.950656,35.20907,-,-,-,1
2021-10-13 00:58:29.046239,2021-10-13 00:58:29.048228,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.94918,34.73234,-,-,-,1
2021-10-13 00:58:29.564936,2021-10-13 00:58:29.567921,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.947202,34.269,-,-,-,1
2021-10-13 00:58:30.073092,2021-10-13 00:58:30.075093,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.945723,33.6558,-,-,-,1
2021-10-13 00:58:30.576916,2021-10-13 00:58:30.588912,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.94527,33.22431,-,-,-,1
2021-10-13 00:58:31.101884,2021-10-13 00:58:31.104886,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.942314,32.88435,-,-,-,1
2021-10-13 00:58:31.608060,2021-10-13 00:58:31.614061,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.92492,33.1664,-,-,-,1
2021-10-13 00:58:32.116092,2021-10-13 00:58:32.122091,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.89028,34.53025,-,-,-,1
2021-10-13 00:58:32.622564,2021-10-13 00:58:32.626556,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.874997,35.63299,-,-,-,1
2021-10-13 00:58:33.128489,2021-10-13 00:58:33.134506,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.868549,36.48802,-,-,-,1
2021-10-13 00:58:33.632911,2021-10-13 00:58:33.639915,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.865011,37.4674,-,-,-,1
2021-10-13 00:59:30.529409,2021-10-13 00:59:30.532411,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.869323,38.48518,-,-,-,1
2021-10-13 00:59:31.036231,2021-10-13 00:59:31.041233,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.869656,39.09941,-,-,-,1
2021-10-13 00:59:31.539228,2021-10-13 00:59:31.554234,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.884219,39.15863,-,-,-,1
2021-10-13 00:59:32.064469,2021-10-13 00:59:32.070481,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.923242,37.95727,-,-,-,1
2021-10-13 00:59:32.573774,2021-10-13 00:59:32.576775,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.935086,37.27325,-,-,-,1
2021-10-13 00:59:33.080091,2021-10-13 00:59:33.082092,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.942835,36.63847,-,-,-,1
2021-10-13 00:59:33.586935,2021-10-13 00:59:33.589915,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948713,35.98645,-,-,-,1
2021-10-13 00:59:34.093155,2021-10-13 00:59:34.100143,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.950656,35.20907,-,-,-,1
2021-10-13 00:59:34.600907,2021-10-13 00:59:34.607902,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.94918,34.73234,-,-,-,1
2021-10-13 00:59:35.107137,2021-10-13 00:59:35.111153,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.947202,34.269,-,-,-,1
2021-10-13 00:59:35.624174,2021-10-13 00:59:35.626175,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.945723,33.6558,-,-,-,1
2021-10-13 00:59:36.128647,2021-10-13 00:59:36.130648,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.94527,33.22431,-,-,-,1
2021-10-13 00:59:36.649107,2021-10-13 00:59:36.656096,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.942314,32.88435,-,-,-,1
2021-10-13 00:59:37.170918,2021-10-13 00:59:37.173910,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.92492,33.1664,-,-,-,1
2021-10-13 00:59:37.687531,2021-10-13 00:59:37.689533,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.89028,34.53025,-,-,-,1
2021-10-13 00:59:38.194069,2021-10-13 00:59:38.200068,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.874997,35.63299,-,-,-,1
2021-10-13 00:59:38.701924,2021-10-13 00:59:38.704926,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.868549,36.48802,-,-,-,1
2021-10-13 00:59:39.208710,2021-10-13 00:59:39.214713,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.865011,37.4674,-,-,-,1
2021-10-13 00:59:39.713930,2021-10-13 00:59:39.716918,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.864334,38.34872,-,-,-,1
2021-10-13 00:59:40.233760,2021-10-13 00:59:40.235762,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.864017,39.28242,-,-,-,1
2021-10-13 00:59:40.735898,2021-10-13 00:59:40.738388,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.881743,39.4632,-,-,-,1
2021-10-13 00:59:41.259920,2021-10-13 00:59:41.261921,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.908469,38.99651,-,-,-,1
2021-10-13 00:59:41.807654,2021-10-13 00:59:41.809648,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.930255,38.30475,-,-,-,1
2021-10-13 00:59:42.327662,2021-10-13 00:59:42.329663,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.941177,37.74492,-,-,-,1
2021-10-13 00:59:42.860143,2021-10-13 00:59:42.864145,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.946037,36.99872,-,-,-,1
2021-10-13 00:59:43.385384,2021-10-13 00:59:43.387385,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948209,36.45094,-,-,-,1
2021-10-13 00:59:43.906882,2021-10-13 00:59:43.908884,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948998,35.99324,-,-,-,1
2021-10-13 00:59:44.429323,2021-10-13 00:59:44.436661,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948768,35.57505,-,-,-,1
2021-10-13 00:59:44.961886,2021-10-13 00:59:44.963887,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.947795,35.14362,-,-,-,1
2021-10-13 00:59:45.501529,2021-10-13 00:59:45.503515,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.947819,34.5917,-,-,-,1
2021-10-13 00:59:46.024634,2021-10-13 00:59:46.033636,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948415,33.94805,-,-,-,1
2021-10-13 00:59:46.533199,2021-10-13 00:59:46.535200,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.94846,33.51391,-,-,-,1
2021-10-13 00:59:47.071887,2021-10-13 00:59:47.078889,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.948277,33.12376,-,-,-,1
2021-10-13 00:59:47.590708,2021-10-13 00:59:47.592708,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.940627,32.97018,-,-,-,1
2021-10-13 00:59:48.095133,2021-10-13 00:59:48.097136,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.907836,34.00383,-,-,-,1
2021-10-13 00:59:48.598581,2021-10-13 00:59:48.603567,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.886353,35.13129,-,-,-,1
2021-10-13 00:59:49.117117,2021-10-13 00:59:49.118814,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.875231,36.13137,-,-,-,1
2021-10-13 00:59:49.636987,2021-10-13 00:59:49.654990,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.867202,37.15376,-,-,-,1
2021-10-13 00:59:50.156060,2021-10-13 00:59:50.162062,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.861583,38.25824,-,-,-,1
2021-10-13 00:59:50.659514,2021-10-13 00:59:50.663519,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.861185,39.22747,-,-,-,1
2021-10-13 00:59:51.168171,2021-10-13 00:59:51.174173,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.871175,39.80473,-,-,-,1
2021-10-13 00:59:51.674200,2021-10-13 00:59:51.677196,-,stiction-P-oilgas-DB-1-baccidicapaci-2018,1.902054,39.32504,-,-,-,1
