Time,SP,PV,OP,error,ts
82,-0.99994,0.18062,-1.0968,-0.18062,20
83,-0.99994,0.1573,-1.0968,-0.1573,20
84,-0.99994,0.055564,-1.1707,-0.055564,20
85,-0.99994,0.15095,-1.0968,-0.15095,20
86,-0.99994,0.11279,-1.1338,-0.11279,20
87,-0.99994,0.23785,-1.0598,-0.23785,20
88,-0.99994,0.17214,-1.0598,-0.17214,20
89,-0.99994,-0.16699,-1.2815,0.16699,20
90,-0.99994,0.15095,-1.0598,-0.15095,20
91,-0.99994,0.18698,-1.0598,-0.18698,20
92,-0.99994,0.07676,-1.1338,-0.07676,20
93,-0.99994,0.047085,-1.1338,-0.047085,20
94,-0.99994,0.36503,-0.94905,-0.36503,20
95,-0.99994,0.055564,-1.1338,-0.055564,20
96,-0.99994,0.36503,-0.94905,-0.36503,20
97,-0.99994,0.30568,-0.98595,-0.30568,20
98,-0.99994,0.23149,-1.0229,-0.23149,20
99,-0.99994,0.5028,-0.8382,-0.5028,20
100,-0.99994,0.74019,-0.69045,-0.74019,20
101,-0.99994,0.34171,-0.91207,-0.34171,20
102,-0.99994,0.43709,-0.87517,-0.43709,20
103,-0.99994,0.61514,-0.76432,-0.61514,20
104,-0.99994,0.71052,-0.69045,-0.71052,20
105,-0.99994,0.42225,-0.87517,-0.42225,20
106,-0.99994,0.49644,-0.8382,-0.49644,20
107,-0.99994,0.51128,-0.76432,-0.51128,20
108,-0.99994,0.24633,-0.94905,-0.24633,20
109,-0.99994,0.38622,-0.8382,-0.38622,20
110,-0.99994,0.35019,-0.87517,-0.35019,20
111,-0.99994,0.4816,-0.80129,-0.4816,20
112,-0.99994,0.71688,-0.65348,-0.71688,20
113,-0.99994,0.54731,-0.72735,-0.54731,20
114,-0.99994,0.63633,-0.65348,-0.63633,20
115,-0.99994,0.52611,-0.72735,-0.52611,20
116,-0.99994,0.6215,-0.65348,-0.6215,20
117,-0.99994,0.40742,-0.80129,-0.40742,20
118,-0.99994,0.51128,-0.69045,-0.51128,20
119,-0.99994,0.68085,-0.5796,-0.68085,20
120,-0.99994,0.6215,-0.61657,-0.6215,20
121,-0.99994,0.6872,-0.5796,-0.6872,20
122,-0.99994,0.54095,-0.65348,-0.54095,20
123,-0.99994,0.95215,-0.39488,-0.95215,20
124,-0.99994,0.6215,-0.5796,-0.6215,20
125,-0.99994,0.59182,-0.61657,-0.59182,20
126,-0.99994,0.51128,-0.61657,-0.51128,20
127,-0.99994,0.54095,-0.61657,-0.54095,20
128,-0.99994,0.46041,-0.65348,-0.46041,20
129,-0.99994,0.60666,-0.5796,-0.60666,20
130,-0.99994,0.53247,-0.61657,-0.53247,20
131,-0.99994,0.90128,-0.35797,-0.90128,20
132,-0.99994,0.43073,-0.65348,-0.43073,20
133,-0.99994,0.60666,-0.54269,-0.60666,20
134,-0.99994,0.67237,-0.50572,-0.67237,20
135,-0.99994,0.54095,-0.54269,-0.54095,20
136,-0.99994,0.83558,-0.35797,-0.83558,20
137,-0.99994,0.69568,-0.43185,-0.69568,20
138,-0.99994,0.70204,-0.43185,-0.70204,20
139,-0.99994,0.69568,-0.39488,-0.69568,20
140,-0.99994,0.68085,-0.39488,-0.68085,20
141,-0.99994,0.94579,-0.24713,-0.94579,20
142,-0.99994,0.78259,-0.321,-0.78259,20
143,-0.99994,0.98183,-0.17325,-0.98183,20
144,-0.99994,0.64269,-0.39488,-0.64269,20
145,-0.99994,1.0412,-0.13634,-1.0412,20
146,-0.99994,0.77623,-0.2841,-0.77623,20
147,-0.99994,0.96063,-0.17325,-0.96063,20
148,-0.99994,0.64269,-0.35797,-0.64269,20
149,-0.99994,0.85041,-0.21022,-0.85041,20
150,-0.99994,0.94579,-0.13634,-0.94579,20
151,-0.99994,0.78259,-0.24713,-0.78259,20
152,-0.99994,0.81226,-0.17325,-0.81226,20
153,-0.99994,0.56215,-0.321,-0.56215,20
154,-0.99994,1.056,-0.025497,-1.056,20
155,-0.99994,0.99031,-0.025497,-0.99031,20
156,-0.99994,1.1514,0.08535,-1.1514,20
157,-0.99994,1.0115,-0.025497,-1.0115,20
158,-0.99994,0.88645,-0.062402,-0.88645,20
159,-0.99994,0.91612,-0.025497,-0.91612,20
160,-0.99994,1.0327,0.08535,-1.0327,20
161,-0.99994,0.79106,-0.099373,-0.79106,20
162,-0.99994,1.2404,0.19613,-1.2404,20
163,-0.99994,0.98183,0.08535,-0.98183,20
164,-0.99994,1.0857,0.12225,-1.0857,20
165,-0.99994,1.1302,0.19613,-1.1302,20
166,-0.99994,1.0115,0.12225,-1.0115,20
167,-0.99994,1.0624,0.15923,-1.0624,20
168,-0.99994,1.145,0.2331,-1.145,20
169,-0.99994,1.056,0.19613,-1.056,20
170,-0.99994,0.98183,0.19613,-0.98183,20
171,-0.99994,1.1662,0.30698,-1.1662,20
172,-0.99994,1.0624,0.2331,-1.0624,20
173,-0.99994,0.99667,0.2331,-0.99667,20
174,-0.99994,1.4015,0.4917,-1.4015,20
175,-0.99994,0.99031,0.27007,-0.99031,20
176,-0.99994,1.2553,0.41782,-1.2553,20
177,-0.99994,1.1069,0.38085,-1.1069,20
178,-0.99994,1.1662,0.41782,-1.1662,20
179,-0.99994,1.2998,0.5286,-1.2998,20
180,-0.99994,1.1599,0.45473,-1.1599,20
181,-0.99994,1.2765,0.5286,-1.2765,20
182,-0.99994,1.2023,0.4917,-1.2023,20
183,-0.99994,1.145,0.45473,-1.145,20
184,-0.99994,1.1154,0.4917,-1.1154,20
185,-0.99994,1.3125,0.60255,-1.3125,20
186,-0.99994,1.2404,0.60255,-1.2404,20
187,-0.99994,1.0857,0.4917,-1.0857,20
188,-0.99994,1.2913,0.67642,-1.2913,20
189,-0.99994,1.2023,0.60255,-1.2023,20
190,-0.99994,1.3061,0.71333,-1.3061,20
191,-0.99994,1.3358,0.7503,-1.3358,20
192,-0.99994,1.3655,0.7872,-1.3655,20
193,-0.99994,1.321,0.7503,-1.321,20
194,-0.99994,1.2404,0.7503,-1.2404,20
195,-0.99994,1.3061,0.7872,-1.3061,20
196,-0.99994,1.3951,0.89805,-1.3951,20
197,-0.99994,1.3273,0.86108,-1.3273,20
198,-0.99994,1.3655,0.89805,-1.3655,20
199,-0.99994,1.4248,0.93502,-1.4248,20
200,-0.99994,1.0709,0.7503,-1.0709,20
201,-0.99994,1.2849,0.89805,-1.2849,20
202,-0.99994,1.3803,0.93502,-1.3803,20
203,-0.99994,1.3951,1.0089,-1.3951,20
204,-0.99994,1.2849,0.93502,-1.2849,20
205,-0.99994,1.5117,1.1195,-1.5117,20
206,-0.99994,1.2553,0.97193,-1.2553,20
207,-0.99994,1.5202,1.1567,-1.5202,20
208,-0.99994,1.0624,0.86108,-1.0624,20
209,-0.99994,1.2616,1.0089,-1.2616,20
210,-0.99994,1.2171,1.0089,-1.2171,20
211,-0.99994,1.2023,1.0089,-1.2023,20
212,-0.99994,1.2404,1.0458,-1.2404,20
213,-0.99994,1.2256,1.0829,-1.2256,20
214,-0.99994,1.056,0.97193,-1.056,20
215,-0.99994,1.1874,1.0829,-1.1874,20
216,-0.99994,1.0412,1.0089,-1.0412,20
217,-0.99994,1.1874,1.0829,-1.1874,20
218,-0.99994,1.0772,1.0458,-1.0772,20
219,-0.99994,1.0475,1.0458,-1.0475,20
220,-0.99994,1.3655,1.2678,-1.3655,20
221,-0.99994,1.2404,1.1933,-1.2404,20
222,-0.99994,1.1874,1.1933,-1.1874,20
223,-0.99994,1.1154,1.1567,-1.1154,20
224,-0.99994,1.056,1.1195,-1.056,20
225,-0.99994,0.88009,1.0458,-0.88009,20
226,-0.99994,1.056,1.1567,-1.056,20
227,-0.99994,1.1154,1.2305,-1.1154,20
228,-0.99994,1.02,1.1567,-1.02,20
229,-0.99994,1.145,1.2305,-1.145,20
230,-0.99994,1.0412,1.2305,-1.0412,20
231,-0.99994,0.93732,1.1567,-0.93732,20
232,-0.99994,1.1514,1.3416,-1.1514,20
233,-0.99994,0.93732,1.1933,-0.93732,20
234,-0.99994,1.0475,1.2678,-1.0475,20
235,-0.99994,0.91612,1.2305,-0.91612,20
236,-0.99994,1.1154,1.3416,-1.1154,20
237,-0.99994,1.0624,1.3416,-1.0624,20
238,-0.99994,0.97547,1.3043,-0.97547,20
239,-0.99994,0.78259,1.1567,-0.78259,20
240,-0.99994,0.95215,1.3043,-0.95215,20
241,-0.99994,0.76139,1.1933,-0.76139,20
242,-0.99994,0.76775,1.1933,-0.76775,20
243,-0.99994,0.85041,1.2678,-0.85041,20
244,-0.99994,0.99667,1.3781,-0.99667,20
245,-0.99994,0.63633,1.1567,-0.63633,20
246,-0.99994,0.53247,1.0829,-0.53247,20
247,-0.99994,0.69568,1.2305,-0.69568,20
248,-0.99994,0.6215,1.1933,-0.6215,20
249,-0.99994,0.54095,1.1195,-0.54095,20
250,-0.99994,0.43073,1.0458,-0.43073,20
251,-0.99994,0.64269,1.1933,-0.64269,20
252,-0.99994,0.5028,1.1567,-0.5028,20
253,-0.99994,0.66601,1.2305,-0.66601,20
254,-0.99994,0.44557,1.1195,-0.44557,20
255,-0.99994,0.51764,1.1567,-0.51764,20
256,-0.99994,0.44557,1.1195,-0.44557,20
257,-0.99994,0.30568,1.0458,-0.30568,20
258,-0.99994,0.39258,1.1195,-0.39258,20
259,-0.99994,0.29084,1.0458,-0.29084,20
260,-0.99994,0.26752,1.0458,-0.26752,20
261,-0.99994,0.21665,1.0089,-0.21665,20
262,-0.99994,0.46041,1.1567,-0.46041,20
263,-0.99994,0.28236,1.0458,-0.28236,20
264,-0.99994,0.18062,0.97193,-0.18062,20
265,-0.99994,0.31204,1.0829,-0.31204,20
266,-0.99994,0.17214,1.0089,-0.17214,20
267,-0.99994,0.37138,1.1195,-0.37138,20
268,-0.99994,0.30568,1.0829,-0.30568,20
269,-0.99994,0.19546,1.0089,-0.19546,20
270,-0.99994,0.12763,0.97193,-0.12763,20
271,-0.99994,0.28236,1.0829,-0.28236,20
272,-0.99994,0.07676,0.93502,-0.07676,20
273,-0.99994,0.097956,0.97193,-0.097956,20
274,-0.99994,0.38622,1.1567,-0.38622,20
275,-0.99994,0.21029,1.0458,-0.21029,20
276,-0.99994,0.24633,1.0458,-0.24633,20
277,-0.99994,0.24633,1.0829,-0.24633,20
278,-0.99994,0.28236,1.1195,-0.28236,20
279,-0.99994,0.23785,1.0829,-0.23785,20
280,-0.99994,0.16578,1.0458,-0.16578,20
281,-0.99994,0.22513,1.0829,-0.22513,20
282,-0.99994,0.17214,1.0458,-0.17214,20
283,-0.99994,0.07676,0.97193,-0.07676,20
284,-0.99994,0.17214,1.0458,-0.17214,20
285,-0.99994,0.011052,0.93502,-0.011052,20
286,-0.99994,0.097956,1.0089,-0.097956,20
287,-0.99994,-0.114,0.86108,0.114,20
288,-0.99994,0.047085,0.97193,-0.047085,20
289,-0.99994,0.10643,1.0089,-0.10643,20
290,-0.99994,0.12127,1.0089,-0.12127,20
291,-0.99994,-0.012263,0.93502,0.012263,20
292,-0.99994,0.02589,0.93502,-0.02589,20
293,-0.99994,0.20182,1.0458,-0.20182,20
294,-0.99994,-0.30477,0.7503,0.30477,20
295,-0.99994,-0.033459,0.89805,0.033459,20
296,-0.99994,-0.099167,0.86108,0.099167,20
297,-0.99994,0.02589,0.93502,-0.02589,20
298,-0.99994,-0.28357,0.7503,0.28357,20
299,-0.99994,-0.12248,0.86108,0.12248,20
300,-0.99994,-0.22422,0.7872,0.22422,20
301,-0.99994,-0.16699,0.82417,0.16699,20
302,-0.99994,-0.20939,0.7872,0.20939,20
303,-0.99994,-0.29205,0.7503,0.29205,20
304,-0.99994,-0.42347,0.67642,0.42347,20
305,-0.99994,-0.10765,0.82417,0.10765,20
306,-0.99994,-0.34928,0.67642,0.34928,20
307,-0.99994,-0.28357,0.71333,0.28357,20
308,-0.99994,-0.41711,0.63945,0.41711,20
309,-0.99994,-0.51885,0.56558,0.51885,20
310,-0.99994,-0.43194,0.63945,0.43194,20
311,-0.99994,-0.36412,0.67642,0.36412,20
312,-0.99994,-0.26238,0.7503,0.26238,20
313,-0.99994,-0.35776,0.63945,0.35776,20
314,-0.99994,-0.41711,0.60255,0.41711,20
315,-0.99994,-0.37259,0.63945,0.37259,20
316,-0.99994,-0.35776,0.63945,0.35776,20
317,-0.99994,-0.53368,0.5286,0.53368,20
318,-0.99994,-0.40863,0.60255,0.40863,20
319,-0.99994,-0.6439,0.41782,0.6439,20
320,-0.99994,-0.48917,0.5286,0.48917,20
321,-0.99994,-0.58455,0.45473,0.58455,20
322,-0.99994,-0.4595,0.5286,0.4595,20
323,-0.99994,-0.58455,0.45473,0.58455,20
324,-0.99994,-0.48281,0.5286,0.48281,20
325,-0.99994,-0.4383,0.5286,0.4383,20
326,-0.99994,-0.60787,0.41782,0.60787,20
327,-0.99994,-0.31325,0.60255,0.31325,20
328,-0.99994,-0.54216,0.45473,0.54216,20
329,-0.99994,-0.51885,0.45473,0.51885,20
330,-0.99994,-0.67358,0.34395,0.67358,20
331,-0.99994,-0.65238,0.34395,0.65238,20
332,-0.99994,-0.4595,0.45473,0.4595,20
333,-0.99994,-0.71809,0.30698,0.71809,20
334,-0.99994,-0.45314,0.41782,0.45314,20
335,-0.99994,-0.56972,0.34395,0.56972,20
336,-0.99994,-0.63754,0.30698,0.63754,20
337,-0.99994,-0.58455,0.34395,0.58455,20
338,-0.99994,-0.65238,0.27007,0.65238,20
339,-0.99994,-0.42347,0.41782,0.42347,20
340,-0.99994,-0.67358,0.27007,0.67358,20
341,-0.99994,-0.51249,0.34395,0.51249,20
342,-0.99994,-0.5782,0.30698,0.5782,20
343,-0.99994,-0.69689,0.19613,0.69689,20
344,-0.99994,-0.87918,0.08535,0.87918,20
345,-0.99994,-0.27721,0.45473,0.27721,20
346,-0.99994,-0.9894,0.011474,0.9894,20
347,-0.99994,-0.81347,0.08535,0.81347,20
348,-0.99994,-0.67358,0.19613,0.67358,20
349,-0.99994,-0.76896,0.12225,0.76896,20
350,-0.99994,-0.56972,0.19613,0.56972,20
351,-0.99994,-0.75412,0.08535,0.75412,20
352,-0.99994,-0.84315,0.048378,0.84315,20
353,-0.99994,-0.66722,0.15923,0.66722,20
354,-0.99994,-0.79863,0.011474,0.79863,20
355,-0.99994,-0.82831,0.011474,0.82831,20
356,-0.99994,-0.70325,0.08535,0.70325,20
357,-0.99994,-0.53368,0.19613,0.53368,20
358,-0.99994,-0.72445,0.048378,0.72445,20
359,-0.99994,-0.71809,0.048378,0.71809,20
360,-0.99994,-0.74776,0.011474,0.74776,20
361,-0.99994,-0.87918,-0.099373,0.87918,20
362,-0.99994,-0.65238,0.048378,0.65238,20
363,-0.99994,-0.68841,0.011474,0.68841,20
364,-0.99994,-1.1293,-0.24713,1.1293,20
365,-0.99994,-0.68206,-0.025497,0.68206,20
366,-0.99994,-0.76896,-0.062402,0.76896,20
367,-0.99994,-0.93853,-0.17325,0.93853,20
368,-0.99994,-0.71809,-0.062402,0.71809,20
369,-0.99994,-0.96184,-0.21022,0.96184,20
370,-0.99994,-0.82195,-0.13634,0.82195,20
371,-0.99994,-0.89402,-0.21022,0.89402,20
372,-0.99994,-1.1145,-0.35797,1.1145,20
373,-0.99994,-0.95336,-0.24713,0.95336,20
374,-0.99994,-0.99788,-0.321,0.99788,20
375,-0.99994,-0.80711,-0.21022,0.80711,20
376,-0.99994,-0.82195,-0.21022,0.82195,20
377,-0.99994,-0.68841,-0.17325,0.68841,20
378,-0.99994,-1.0127,-0.35797,1.0127,20
379,-0.99994,-1.1293,-0.43185,1.1293,20
380,-0.99994,-0.9682,-0.35797,0.9682,20
381,-0.99994,-0.82831,-0.2841,0.82831,20
382,-0.99994,-0.79863,-0.2841,0.79863,20
383,-0.99994,-0.6439,-0.21022,0.6439,20
384,-0.99994,-1.1293,-0.50572,1.1293,20
385,-0.99994,-0.82831,-0.321,0.82831,20
386,-0.99994,-0.62271,-0.24713,0.62271,20
387,-0.99994,-0.88766,-0.39488,0.88766,20
388,-0.99994,-0.65238,-0.24713,0.65238,20
389,-0.99994,-0.9894,-0.50572,0.9894,20
390,-0.99994,-0.68841,-0.321,0.68841,20
391,-0.99994,-1.1441,-0.5796,1.1441,20
392,-0.99994,-0.95336,-0.50572,0.95336,20
393,-0.99994,-1.0636,-0.5796,1.0636,20
394,-0.99994,-1.0424,-0.5796,1.0424,20
395,-0.99994,-1.2183,-0.72735,1.2183,20
396,-0.99994,-0.82195,-0.46882,0.82195,20
397,-0.99994,-0.7838,-0.43185,0.7838,20
398,-0.99994,-0.97456,-0.61657,0.97456,20
399,-0.99994,-1.1293,-0.69045,1.1293,20
400,-0.99994,-0.68206,-0.46882,0.68206,20
401,-0.99994,-1.0572,-0.69045,1.0572,20
402,-0.99994,-0.80711,-0.54269,0.80711,20
403,-0.99994,-0.83467,-0.54269,0.83467,20
404,-0.99994,-0.91733,-0.65348,0.91733,20
405,-0.99994,-0.74776,-0.54269,0.74776,20
406,-0.99994,-0.92369,-0.65348,0.92369,20
407,-0.99994,-0.90249,-0.65348,0.90249,20
408,-0.99994,-0.92369,-0.69045,0.92369,20
409,-0.99994,-1.1738,-0.87517,1.1738,20
410,-0.99994,-0.69689,-0.5796,0.69689,20
411,-0.99994,-1.0339,-0.80129,1.0339,20
412,-0.99994,-0.8495,-0.69045,0.8495,20
413,-0.99994,-1.0721,-0.8382,1.0721,20
414,-0.99994,-0.73929,-0.65348,0.73929,20
415,-0.99994,-0.90249,-0.76432,0.90249,20
416,-0.99994,-0.93853,-0.80129,0.93853,20
417,-0.99994,-0.92369,-0.80129,0.92369,20
418,-0.99994,-1.0339,-0.87517,1.0339,20
419,-0.99994,-0.95336,-0.8382,0.95336,20
420,-0.99994,-0.82831,-0.76432,0.82831,20
421,-0.99994,-0.89402,-0.80129,0.89402,20
422,-0.99994,-0.75412,-0.76432,0.75412,20
423,-0.99994,-0.9894,-0.91207,0.9894,20
424,-0.99994,-0.90249,-0.87517,0.90249,20
425,-0.99994,-0.84315,-0.8382,0.84315,20
426,-0.99994,-0.63754,-0.72735,0.63754,20
427,-0.99994,-0.8495,-0.8382,0.8495,20
428,-0.99994,-0.91733,-0.94905,0.91733,20
429,-0.99994,-0.8495,-0.87517,0.8495,20
430,-0.99994,-0.68841,-0.80129,0.68841,20
431,-0.99994,-0.84315,-0.91207,0.84315,20
432,-0.99994,-0.92369,-0.98595,0.92369,20
433,-0.99994,-0.9894,-1.0229,0.9894,20
434,-0.99994,-0.8495,-0.94905,0.8495,20
435,-0.99994,-0.8495,-0.94905,0.8495,20
436,-0.99994,-0.93217,-1.0229,0.93217,20
437,-0.99994,-0.56336,-0.8382,0.56336,20
438,-0.99994,-0.87918,-1.0229,0.87918,20
439,-0.99994,-0.8495,-0.98595,0.8495,20
440,-0.99994,-1.0721,-1.1707,1.0721,20
441,-0.99994,-0.73293,-0.94905,0.73293,20
442,-0.99994,-0.8495,-1.0229,0.8495,20
443,-0.99994,-0.85798,-1.0968,0.85798,20
444,-0.99994,-0.86434,-1.0968,0.86434,20
445,-0.99994,-0.68206,-0.98595,0.68206,20
446,-0.99994,-0.66722,-0.98595,0.66722,20
447,-0.99994,-0.76896,-1.0598,0.76896,20
448,-0.99994,-0.61423,-0.94905,0.61423,20
449,-0.99994,-0.94701,-1.1707,0.94701,20
450,-0.99994,-0.71809,-1.0598,0.71809,20
451,-0.99994,-0.74776,-1.0968,0.74776,20
452,-0.99994,-0.96184,-1.2076,0.96184,20
453,-0.99994,-0.66722,-1.0598,0.66722,20
454,-0.99994,-0.73293,-1.0968,0.73293,20
455,-0.99994,-0.56336,-1.0229,0.56336,20
456,-0.99994,-0.65238,-1.0598,0.65238,20
457,-0.99994,-0.43194,-0.94905,0.43194,20
458,-0.99994,-0.51249,-1.0229,0.51249,20
459,-0.99994,-0.56972,-1.0598,0.56972,20
460,-0.99994,-0.93853,-1.2815,0.93853,20
461,-0.99994,-0.50401,-1.0229,0.50401,20
462,-0.99994,-0.63754,-1.1338,0.63754,20
463,-0.99994,-0.60787,-1.0968,0.60787,20
464,-0.99994,-0.51885,-1.0598,0.51885,20
465,-0.99994,-0.68206,-1.1707,0.68206,20
466,-0.99994,-0.4383,-1.0229,0.4383,20
467,-0.99994,-0.7626,-1.2445,0.7626,20
468,-0.99994,-0.66722,-1.1707,0.66722,20
469,-0.99994,-0.70325,-1.2076,0.70325,20
470,-0.99994,-0.63754,-1.1707,0.63754,20
471,-0.99994,-0.59303,-1.1707,0.59303,20
472,-0.99994,-0.56336,-1.1707,0.56336,20
473,-0.99994,-0.9894,-1.4293,0.9894,20
474,-0.99994,-0.68841,-1.2445,0.68841,20
475,-0.99994,-0.6439,-1.2445,0.6439,20
476,-0.99994,-0.39379,-1.0968,0.39379,20
477,-0.99994,-0.56972,-1.2076,0.56972,20
478,-0.99994,-0.27721,-1.0229,0.27721,20
479,-0.99994,-0.53368,-1.1707,0.53368,20
480,-0.99994,-0.17971,-0.98595,0.17971,20
481,-0.99994,-0.56336,-1.2445,0.56336,20
482,-0.99994,-0.45314,-1.1707,0.45314,20
483,-0.99994,-0.51249,-1.2076,0.51249,20
484,-0.99994,-0.51885,-1.2076,0.51885,20
485,-0.99994,-0.21786,-1.0229,0.21786,20
486,-0.99994,-0.56336,-1.2815,0.56336,20
487,-0.99994,-0.29841,-1.0968,0.29841,20
488,-0.99994,-0.38743,-1.1707,0.38743,20
489,-0.99994,-0.49765,-1.2076,0.49765,20
490,-0.99994,-0.19455,-1.0229,0.19455,20
491,-0.99994,-0.18819,-1.0229,0.18819,20
492,-0.99994,-0.48917,-1.2076,0.48917,20
493,-0.99994,-0.43194,-1.1707,0.43194,20
494,-0.99994,-0.23906,-1.0968,0.23906,20
495,-0.99994,-0.23906,-1.0968,0.23906,20
496,-0.99994,-0.19455,-1.0598,0.19455,20
497,-0.99994,-0.15852,-1.0598,0.15852,20
498,-0.99994,-0.17335,-1.0598,0.17335,20
499,-0.99994,-0.16699,-1.0598,0.16699,20
500,-0.99994,-0.10765,-1.0229,0.10765,20
501,-0.99994,-0.092808,-1.0229,0.092808,20
502,-0.99994,-0.29841,-1.1338,0.29841,20
503,-0.99994,-0.21786,-1.0968,0.21786,20
504,-0.99994,-0.08433,-0.98595,0.08433,20
505,-0.99994,-0.10765,-1.0229,0.10765,20
506,-0.99994,-0.063134,-0.98595,0.063134,20
507,-0.99994,-0.063134,-0.98595,0.063134,20
508,-0.99994,0.15095,-0.8382,-0.15095,20
509,-0.99994,-0.15216,-1.0598,0.15216,20
510,-0.99994,-0.092808,-1.0598,0.092808,20
511,-0.99994,0.26752,-0.80129,-0.26752,20
512,-0.99994,0.11279,-0.87517,-0.11279,20
513,-0.99994,-0.063134,-0.98595,0.063134,20
514,-0.99994,0.047085,-0.91207,-0.047085,20
515,-0.99994,-0.069492,-0.98595,0.069492,20
516,-0.99994,-0.077971,-0.98595,0.077971,20
517,-0.99994,0.12763,-0.87517,-0.12763,20
518,-0.99994,0.07676,-0.91207,-0.07676,20
519,-0.99994,0.33535,-0.72735,-0.33535,20
520,-0.99994,0.23785,-0.80129,-0.23785,20
521,-0.99994,0.14247,-0.87517,-0.14247,20
522,-0.99994,0.1573,-0.8382,-0.1573,20
523,-0.99994,0.23149,-0.80129,-0.23149,20
524,-0.99994,0.12127,-0.87517,-0.12127,20
525,-0.99994,0.21665,-0.80129,-0.21665,20
526,-0.99994,0.26752,-0.76432,-0.26752,20
