16,0.043009556439980307,0.2524848066624466,0.04443602379657056,0.0014422990047799587,0.02234812629729864,0.163022067910423,0.2228014991484422,0.0030596102222313227,0.15631074886566618,1.0,0.03658485835781369,0.33034991782659306,0.0020108796251206767,0.1029441729240652,0.05682662014685083,0.03243268455387853,0.35827314005986927,0.01143079285439681,0.16255314150209146
18,0.21032784448932493,0.5867326299624559,0.2712115876873682,0.004256199260428445,0.08453867546476349,0.08473323063585271,0.22306927400922488,0.015714071543586526,0.21932241076298065,0.03658485835781369,1.0,0.36045596368934263,0.0030533275427698054,0.04853652893512949,0.24612199286815514,0.4462409381103474,0.4033164062322637,0.0019095209861825456,0.1644867843941582
19,0.1146110284823095,0.3539126791262067,0.1416317729268272,0.01245858539189197,0.04621178192941256,0.0014120605380186927,0.3707430468863021,0.005506323044472069,0.2998180659206583,0.33034991782659306,0.36045596368934263,1.0,0.020918224779616374,0.19974349339778635,0.0337758708748405,0.4219348749738891,0.8412313332464652,0.010358425814412488,0.05037731846063328
20,0.0011000581414172005,0.0024840921628056776,0.0089250690711199,0.1055786705908737,0.018278636465960344,0.004683931961201283,0.0026801884247178204,0.03227547181422079,0.01161036111109127,0.0020108796251206767,0.0030533275427698054,0.020918224779616374,1.0,0.4706566384651817,0.001282454609340553,0.009210757181091617,0.02479279801736482,0.5134518430728447,0.004316826766914619
22,0.03518782436189847,0.054267916892905214,0.0313488785537956,0.04113995990484781,0.05625759548018077,0.07189182604730023,0.06065870776558001,0.022705980215541603,0.04870237143007157,0.1029441729240652,0.04853652893512949,0.19974349339778635,0.4706566384651817,1.0,0.037658397991785296,0.06163776833200558,0.19707545545175495,0.2952365557558899,0.02355116946954725
23,0.016603439681402963,0.2550240879655306,0.018206498201154546,0.02573653884464858,0.02637456140182171,0.6321009901592637,0.4022087815737204,0.04184234925341597,0.14976984707085794,0.05682662014685083,0.24612199286815514,0.0337758708748405,0.001282454609340553,0.037658397991785296,1.0,0.4278472239329721,0.15399350780585722,0.0056204947842688115,0.14166788844116596
24,0.030817789089958542,0.3928445455232983,0.16459368337181415,0.005915291834305466,0.002804672780326004,0.23591479661372025,0.6308753094435783,0.037599110545133894,0.27979624185864366,0.03243268455387853,0.4462409381103474,0.4219348749738891,0.009210757181091617,0.06163776833200558,0.4278472239329721,1.0,0.2085980676334105,0.016190468696825035,0.2453437078348331
25,0.11209154218210608,0.3832460231674121,0.06571322774061183,0.009874520280631415,0.05087179245904804,0.025850914726137982,0.2077054721157702,0.002002107175053217,0.18812891626328526,0.35827314005986927,0.4033164062322637,0.8412313332464652,0.02479279801736482,0.19707545545175495,0.15399350780585722,0.2085980676334105,1.0,0.0012723484519273206,0.023629336311949134
28,0.002534563878551004,0.0058388703950089296,0.0012796188782542208,0.035314960703352494,0.01043409660075809,0.0096715469861776,0.026512022697608082,0.0828207054974887,0.024907247426296446,0.01143079285439681,0.0019095209861825456,0.010358425814412488,0.5134518430728447,0.2952365557558899,0.0056204947842688115,0.016190468696825035,0.0012723484519273206,1.0,0.0032697347435252195
30,0.053968800873674005,0.12339556937782266,0.05672165650012804,0.0004929003645632546,0.021427410076985894,0.14162342308364217,0.19495220727533608,0.0050164538406815016,0.402022173080756,0.16255314150209146,0.1644867843941582,0.05037731846063328,0.004316826766914619,0.02355116946954725,0.14166788844116596,0.2453437078348331,0.023629336311949134,0.0032697347435252195,1.0
